sample_id,scenario_id,split,ground_truth,whisper_transcript,wer,is_error,avg_logprob,no_speech_prob,compression_ratio,temperature,noise_factor,language,S,D,I,N,domain_WER,domain_true,domain_pred,domain_correct,domain_TP,domain_FP,domain_FN,domain_precision,domain_recall,domain_S_total,domain_D_total,domain_I_total,domain_N_total,domain_WER_aggregate,domain_TP_total,domain_FP_total,domain_FN_total,domain_precision_aggregate,domain_recall_aggregate
nlu_0298_08,S0298,train,"The case involves the reported concern involving bond duration, and the relevant relevant records is being assessed; during the most recent assessment, the responsible specialist, while considering the current evidence. The record specifically references bond duration.","The case involves the reported concern involving bond duration and the relevant relevant records is being assessed. During the most recent assessment, the responsible specialist, while considering the current evidence. The records specifically references bond duration.",0.1111111111111111,1,-0.3615220928192139,0.1033420398831367,1.430114855484034,0.5,0.005,en,1,0,0,36,0.0277777777777777,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0380_06,S0380,unseen,"The available evidence was considered before deciding how to address the current status of plaintiff; as part of the current review, the relevant team, while comparing the available options.","The available evidence was considered before deciding how to address the current status of Plaintiff. As part of the current review, the relevant team, while comparing the available options.",0.0689655172413793,1,-0.1763813853263855,0.0022829480003565,1.417910447761194,0.5,0.005,en,0,0,0,29,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0217_09,S0217,unseen,"The professional handling the matter is reviewing the effect of loan-to-value ratio on the overall situation and the associated observed changes; following the previous discussion, the responsible specialist, during the present round of discussion.","The professional handling the matter is reviewing the effect of loan-to-value ratio on the overall situation and the associated observed changes. Following the previous discussion, the responsible specialist during the present round of discussion.",0.088235294117647,1,-0.1300648088040559,0.0037882085889577,1.5732484076433122,0.5,0.005,en,0,0,0,36,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0308_08,S0308,train,"The case involves the reported concern involving yield curve, and the relevant relevant records is being assessed; in the current round of review, the reviewing group, while comparing the available options. The record specifically references yield curve.","The case involves the reported concern involving yield curve, and the relevant relevant records is being assessed in the current round of review, the reviewing group, while comparing the available options. The record specifically references yield curve.",0.027027027027027,1,-0.1268491744995117,0.0052018212154507,1.6114649681528666,0.5,0.005,en,0,0,0,37,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0170_05,S0170,train,"The specialist discussed the documented issue involving anticoagulation during the latest incident; during the ongoing evaluation, the assigned professional, before the next decision. The record specifically references heparin.","The specialist discussed the documented issue involving anti-coagulation during the latest incident. During the ongoing evaluation, the assigned professional before the next decision. The record specifically references Heparin.",0.1785714285714285,1,-0.2021794319152832,0.0048100776039063,1.464516129032258,0.5,0.005,en,1,0,1,28,0.0714285714285714,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0103_05,S0103,train,"The specialist discussed the documented issue involving seizure activity during the latest record; at the current stage, the reviewing organization, before the matter is finalized. The record specifically references seizure disorder.","The specialist discussed the documented issue involving seizure activity during the latest record. At the current stage, the reviewing organization before the matter is finalized. The record specifically references seizure disorder.",0.0967741935483871,1,-0.1591449238005138,0.0033731318544596,1.4683544303797469,0.5,0.005,en,0,0,0,31,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0395_07,S0395,train,"The latest review focused on the evidence related to sworn statement; after the latest information became available, the relevant team, before the matter is finalized. The discussion also considers witness testimony.","the latest review focused on the evidence related to sworn statement. After the latest information became available, the relevant team before the matter is finalized. The discussion also considers witness testimony.",0.1290322580645161,1,-0.2808505405079234,0.0031126274261623,1.4625850340136055,0.5,0.005,en,0,0,0,31,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0213_05,S0213,train,"The specialist discussed the documented issue involving loan-to-value ratio during the latest authorization; during the most recent assessment, the relevant team, before the matter is finalized. The record specifically references mortgage underwriting.","The specialist discussed the documented issue involving loan-to-value ratio during the latest authorization. During the most recent assessment, the relevant team, before the matter is finalized. The record specifically references mortgage underwriting.",0.0625,1,-0.1417813982282366,0.0026081060059368,1.49112426035503,0.5,0.005,en,0,0,0,34,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0530_05,S0530,validation,"Can you tell me how to send a document, given during the most recent assessment, the decision-making group, before the next decision?",Can you tell me how to send a document given during the most recent assessment the decision-making group before the next decision?,0.1363636363636363,1,-0.2388456719262259,0.0066277221776545,1.3,0.5,0.005,en,0,0,0,23,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0271_05,S0271,unseen,"The specialist discussed the documented issue involving discounted cash flow during the latest resolution; at the next decision point, the reviewing organization, while considering the current evidence. The record specifically references equity valuation.","The specialist discussed the documented issue involving discounted cash flow during the latest resolution. At the next decision point, the reviewing organization while considering the current evidence. The record specifically references equity valuation.",0.0909090909090909,1,-0.306286096572876,0.0039671906270086,1.520958083832335,0.5,0.005,en,0,0,0,33,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0104_04,S0104,unseen,"A detailed record was requested concerning the implications of seizure disorder; after the latest information became available, the person handling the matter, while comparing the available options.","A detailed record was requested concerning the implications of seizure disorder. After the latest information became available, the person handling the matter while comparing the available options.",0.1111111111111111,1,-0.245218276977539,0.0027129023801535,1.4592592592592593,0.5,0.005,en,0,0,0,27,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0588_02,S0588,train,"Could you help me with change a reservation? This is at the current stage, the current reviewer, before the matter is finalized.","Could you help me with change or reservation? This is at the current stage, the current reviewer, before the matter is finalized.",0.0454545454545454,1,-0.3156447256765058,0.0064014475792646,1.2285714285714286,0.5,0.005,en,1,0,0,22,0.0454545454545454,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0537_05,S0537,train,"Can you tell me how to request contact information, given during the most recent assessment, the current reviewer, while considering the current evidence?","Can you tell me how to request contact information, given during the most recent assessment, the current reviewer, while considering the current evidence?",0.0,0,-0.1891599814097086,0.0050196861848235,1.350877192982456,0.5,0.005,en,0,0,0,23,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0416_10,S0416,train,"Further risk is needed before a final decision is made about the decision surrounding failure to state a claim; during the most recent assessment, the responsible specialist, after the latest information was reviewed. The record specifically references motion to dismiss.","Further risk is needed before a final decision is made about the decision surrounding failure to state a claim. During the most recent assessment, the responsible specialist, after the latest information was reviewed. The record specifically references motion to dismiss.",0.05,1,-0.2766666045555702,0.0034546214155852,1.5139664804469273,0.5,0.005,en,0,0,0,40,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0171_01,S0171,train,"The current findings was reviewed in relation to heparin and anticoagulation, after the latest information became available, the assigned professional, after the latest information was reviewed.","The current findings was reviewed in relation to heparin and anticoagulation. After the latest information became available, the assigned professional, after the latest information was reviewed.",0.0769230769230769,1,-0.255108118057251,0.0040630782023072,1.552,0.5,0.005,en,0,0,0,26,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0292_04,S0292,train,"A detailed resolution was requested concerning the implications of capital gains; during the most recent assessment, the decision-making group, while comparing the available options.","A detailed resolution was requested concerning the implications of capital gains. During the most recent assessment, the decision-making group, while comparing the available options.",0.0833333333333333,1,-0.2511350631713867,0.0046644303947687,1.378787878787879,0.5,0.005,en,0,0,0,25,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0488_09,S0488,train,"The professional handling the matter is reviewing the effect of attention on the overall situation and the associated observed changes; in the current round of review, the responsible specialist, while comparing the available options.","The professional handling the matter is reviewing the effect of attention on the overall situation and the associated observed changes. In the current round of review, the responsible specialist, while comparing the available options.",0.0588235294117647,1,-0.1379065846287926,0.0063647995702922,1.5294117647058822,0.5,0.005,en,0,0,0,34,0.0,technology,technology,1,586,1,34,0.9982964224872232,0.9451612903225808,144,93,83,19884,0.016093341380004022,586,1,34,0.9982964224872232,0.9451612903225807
nlu_0333_01,S0333,unseen,"The current findings was reviewed in relation to indemnification clause and indemnity, at the current stage, the decision-making group, after the latest information was reviewed.","The current findings was reviewed in relation to indemnification clause and indemnity. At the current stage, the decision-making group, after the latest information was reviewed.",0.08,1,-0.2767792751914577,0.0035332560073584,1.4471544715447155,0.5,0.005,en,0,0,0,26,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0503_07,S0503,train,"I would like to ask about a delivery; the situation is in the current round of review, the decision-making group, while comparing the available options.","I would like to ask about a delivery. The situation is in the current round of review, the decision-making group, while comparing the available options.",0.08,1,-0.3123947779337565,0.0061011491343379,1.2773109243697478,0.5,0.005,en,0,0,0,26,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0259_03,S0259,train,"The current available evidence requires further review, especially in relation to the relationship between asset allocation and equities; during the most recent assessment, the case team, during the present round of discussion. The discussion also considers equities.","The current available evidence requires further review, especially in relation to the relationship between asset allocation and equities. During the most recent assessment, the case team during the present round of discussion. The discussion also considers equities.",0.081081081081081,1,-0.1543782365088369,0.0083921663463115,1.592814371257485,0.5,0.005,en,0,0,0,37,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0529_04,S0529,train,"I wanted to ask about check the weather, particularly following the previous discussion, the technical or professional team, after the latest information was reviewed.","I wanted to ask about check the weather, particularly following the previous discussion, the technical or professional team, after the latest information was reviewed.",0.0,0,-0.172472430813697,0.0026042114477604,1.346774193548387,0.5,0.005,en,0,0,0,24,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0426_01,S0426,train,"The current findings was reviewed in relation to civil procedure and procedural rule, at the next decision point, the assigned professional, while comparing the available options.","The current findings was reviewed in relation to civil procedure and procedural rule. At the next decision point, the assigned professional, while comparing the available options.",0.0769230769230769,1,-0.1369286809648786,0.0056103593669831,1.366412213740458,0.5,0.005,en,0,0,0,26,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0119_07,S0119,train,"The latest risk focused on the evidence related to brain MRI; as part of the current review, the case team, before the next decision. The discussion also considers demyelinating lesion.","The latest risk focused on the evidence related to brain MRI as part of the current review, the case team before the next decision. The discussion also considers demyelinating lesion.",0.0666666666666666,1,-0.2556478326970881,0.0024486209731549,1.37593984962406,0.5,0.005,en,0,0,0,30,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0374_08,S0374,unseen,"The case involves the reported concern involving termination provision, and the relevant relevant records is being assessed; during the latest review, the decision-making group, before the next decision. The record specifically references termination provision.","The case involves the reported concern involving termination provision, and the relevant relevant records is being assessed during the latest review, the decision-making group, before the next decision. The records specifically references termination provision.",0.0588235294117647,1,-0.2379623413085937,0.0066978633403778,1.6730769230769231,0.5,0.005,en,1,0,0,35,0.0285714285714285,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0079_04,S0079,validation,"A detailed analysis was requested concerning the implications of ischemic stroke; during the most recent assessment, the reviewing group, after the latest information was reviewed.","A detailed analysis was requested concerning the implications of ischemic stroke. During the most recent assessment, the reviewing group, after the latest information, was reviewed.",0.12,1,-0.1620090201094343,0.0029327215161174,1.4031007751937985,0.5,0.005,en,0,0,0,25,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0441_03,S0441,validation,"The current available evidence requires further case, especially in relation to the relationship between Docker and container; as part of the current review, the responsible specialist, before the matter is finalized. The discussion also considers container.","The current available evidence requires further case, especially in relation to the relationship between Docker and container. As part of the current review, the responsible specialist before the matter is finalized. The discussion also considers container.",0.0833333333333333,1,-0.2058854301770528,0.0042771594598889,1.5297619047619044,0.5,0.005,en,0,0,0,36,0.0,technology,technology,1,586,1,34,0.9982964224872232,0.9451612903225808,144,93,83,19884,0.016093341380004022,586,1,34,0.9982964224872232,0.9451612903225807
nlu_0006_01,S0006,validation,"The current findings was reviewed in relation to myocardial ischemia and ST-segment elevation, during the ongoing evaluation, the technical or professional team, while considering the current evidence.","The current findings was reviewed in relation to myocardial ischemia and ST segment elevation. During the ongoing evaluation, the technical or professional team, while considering the current evidence.",0.1481481481481481,1,-0.2668121849618307,0.0046261553652584,1.4154929577464788,0.5,0.005,en,0,0,0,28,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0072_03,S0072,unseen,"The current available evidence requires further incident, especially in relation to the relationship between Parkinson disease and bradykinesia; in the current round of review, the case team, before the next decision. The discussion also considers bradykinesia.","The current available evidence requires further incident, especially in relation to the relationship between Parkinson disease and bratikinesia. In the current round of review, the case team, before the next decision. The discussion also considers bratikinesia.",0.0833333333333333,1,-0.3332300994355799,0.0061058662831783,1.535294117647059,0.5,0.005,en,2,0,0,36,0.0555555555555555,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0231_07,S0231,train,"The latest authorization focused on the evidence related to default; at the next decision point, the case team, while considering the current evidence. The discussion also considers loan delinquency.","the latest authorization focused on the evidence related to default. At the next decision point, the case team, while considering the current evidence. The discussion also considers loan delinquency.",0.1034482758620689,1,-0.1963001432872954,0.0041712829843163,1.4525547445255471,0.5,0.005,en,0,0,0,29,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0387_08,S0387,validation,"The case involves the reported concern involving defendant, and the relevant relevant records is being assessed; following the previous discussion, the person handling the matter, while considering the current evidence. The record specifically references defendant.","The case involves the reported concern involving defendant, and the relevant relevant records is being assessed. Following the previous discussion, the person handling the matter while considering the current evidence. The record specifically references defendant.",0.0857142857142857,1,-0.3078814861821193,0.0098760975524783,1.6196319018404908,0.5,0.005,en,0,0,0,35,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0245_07,S0245,train,"The latest screening focused on the evidence related to loan pricing; in the current round of review, the person handling the matter, while considering the current evidence. The discussion also considers benchmark rate.","The latest screening focused on the evidence related to loan pricing. In the current round of review, the person handling the matter while considering the current evidence. The discussion also considers benchmark rate.",0.0909090909090909,1,-0.277774831523066,0.0026456208433955,1.5352112676056338,0.5,0.005,en,0,0,0,33,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0225_01,S0225,unseen,"The current findings was reviewed in relation to loan-to-value ratio and collateral value, after the recent update, the assigned professional, while considering the current evidence.","The current findings was reviewed in relation to loan-to-value ratio and collateral value. After the recent update, the assigned professional, while considering the current evidence.",0.08,1,-0.233518500077097,0.0030728601850569,1.3893129770992367,0.5,0.005,en,0,0,0,27,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0461_04,S0461,train,"A detailed report was requested concerning the implications of OAuth 2.0; after the recent update, the current reviewer, before the next decision.","A detailed report was requested concerning the implications of OAuth 2. After the recent update, the current reviewer before the next decision.",0.1363636363636363,1,-0.1634015729350428,0.0035289188381284,1.2434782608695651,0.5,0.005,en,0,1,0,23,0.0434782608695652,technology,technology,1,586,1,34,0.9982964224872232,0.9451612903225808,144,93,83,19884,0.016093341380004022,586,1,34,0.9982964224872232,0.9451612903225807
nlu_0480_01,S0480,train,"The current findings was reviewed in relation to vector database and embedding, at the next decision point, the relevant team, while considering the current evidence.","The current findings was reviewed in relation to vector database and embedding. At the next decision point, the relevant team, while considering the current evidence.",0.08,1,-0.1719386237008231,0.0015847311588004,1.3387096774193548,0.5,0.005,en,0,0,0,25,0.0,technology,technology,1,586,1,34,0.9982964224872232,0.9451612903225808,144,93,83,19884,0.016093341380004022,586,1,34,0.9982964224872232,0.9451612903225807
nlu_0311_04,S0311,train,"A detailed incident was requested concerning the implications of yield curve; during the most recent assessment, the responsible specialist, before the next decision.","A detailed incident was requested concerning the implications of yield curve. During the most recent assessment, the responsible specialist before the next decision.",0.1304347826086956,1,-0.1493558576030116,0.0023076666984707,1.3306451612903225,0.5,0.005,en,0,0,0,23,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0557_07,S0557,train,"I would like to request contact information; the situation is after the latest information became available, the case team, while considering the current evidence.","I would like to request contact information. The situation is after the latest information became available, the case team while considering the current evidence.",0.125,1,-0.3532593390520881,0.004100679885596,1.3728813559322033,0.5,0.005,en,0,0,0,24,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0068_07,S0068,unseen,"The latest incident focused on the evidence related to resting tremor; after the latest information became available, the assigned professional, before the next decision. The discussion also considers bradykinesia.","The latest incident focused on the evidence related to resting tremor. After the latest information became available, the assigned professional before the next decision. The discussion also considers Braddock and Asia.",0.2068965517241379,1,-0.3428457094275433,0.0043307370506227,1.4533333333333334,0.5,0.005,en,1,0,2,29,0.1034482758620689,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0556_07,S0556,validation,"I would like to check a booking; the situation is at the current stage, the assigned professional, after the latest information was reviewed.","I would like to check a booking. The situation is at the current stage, the assigned professional after the latest information was reviewed.",0.1304347826086956,1,-0.2921233610673384,0.004067797679454,1.2727272727272727,0.5,0.005,en,0,0,0,23,0.0,general,general,1,1000,0,0,1.0,1.0,69,7,3,23320,0.0033876500857632935,1000,0,0,1.0,1.0
nlu_0364_10,S0364,unseen,"Further account is needed before a final decision is made about the decision surrounding warranty; after the recent update, the relevant team, while comparing the available options. The record specifically references representations and warranties.","Further account is needed before a final decision is made about the decision surrounding warranty. After the recent update, the relevant team, while comparing the available options. The records specifically references representations and warranties.",0.088235294117647,1,-0.1404519806737485,0.0028096502646803,1.5,0.5,0.005,en,1,0,0,34,0.0294117647058823,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0270_05,S0270,train,"The specialist discussed the documented issue involving discounted cash flow during the latest incident; during the most recent assessment, the case team, while considering the current evidence. The record specifically references equity valuation.","The specialist discussed the documented issue involving discounted cash flow during the latest incident. During the most recent assessment, the case team, while considering the current evidence. The records specifically references equity valuation.",0.0909090909090909,1,-0.2221428129408094,0.0021322197280824,1.55,0.5,0.005,en,1,0,0,33,0.0303030303030303,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0300_06,S0300,validation,"The available evidence was considered before deciding how to address the current status of derivative hedge; during the ongoing evaluation, the assigned professional, during the present round of discussion.","The available evidence was considered before deciding how to address the current status of derivative hedge. During the ongoing evaluation, the assigned professional during the present round of discussion.",0.1034482758620689,1,-0.1937764786385201,0.0052837007679045,1.453900709219858,0.5,0.005,en,0,0,0,29,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0157_03,S0157,train,"The current available evidence requires further response, especially in relation to the relationship between azithromycin and macrolide antibiotic; following the previous discussion, the responsible specialist, while considering the current evidence. The discussion also considers macrolide antibiotic.","The current available evidence requires further response, especially in relation to the relationship between Azathromycin and Macrolide antibiotic. Following the previous discussion, the responsible specialist, while considering the current evidence. The discussion also considers Macrolide antibiotic.",0.1388888888888889,1,-0.2760953903198242,0.0075769419781863,1.696629213483146,0.5,0.005,en,1,0,0,36,0.0277777777777777,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0365_10,S0365,train,"Further incident is needed before a final decision is made about the decision surrounding warranty; during the most recent assessment, the assigned professional, before the matter is finalized. The record specifically references representations and warranties.","Further incident is needed before a final decision is made about the decision surrounding warranty. During the most recent assessment, the assigned professional, before the matter, is finalized. The record specifically references representations and warranties.",0.0857142857142857,1,-0.1876843174298604,0.0028999883215874,1.544378698224852,0.5,0.005,en,0,0,0,35,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0247_06,S0247,train,"The available evidence was considered before deciding how to address the current status of interest-rate reset; during the latest review, the current reviewer, while considering the current evidence.","The available evidence was considered before deciding how to address the current status of interest rate reset. During the latest review, the current reviewer, while considering the current evidence.",0.1428571428571428,1,-0.1813003765909295,0.0025655559729784,1.5426356589147288,0.5,0.005,en,0,0,0,29,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0035_07,S0035,train,"The latest review focused on the evidence related to myocardial injury; during the latest review, the reviewing group, before the next decision. The discussion also considers cardiac biomarker.","The latest review focused on the evidence related to myocardial injury during the latest review, the reviewing group, before the next decision. The discussion also considers cardiac biomarker.",0.0357142857142857,1,-0.1710540175437927,0.0029289613012224,1.465648854961832,0.5,0.005,en,0,0,0,28,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0150_07,S0150,train,"The latest validation focused on the evidence related to bacterial infection; after the recent update, the technical or professional team, after the latest information was reviewed. The discussion also considers antibiotic.","the latest validation focused on the evidence related to bacterial infection. After the recent update, the technical or professional team after the latest information was reviewed. The discussion also considers antibiotic.",0.1290322580645161,1,-0.2108123415992373,0.0038205969613045,1.5,0.5,0.005,en,0,0,0,31,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0235_05,S0235,unseen,"The specialist discussed the documented issue involving loan delinquency during the latest response; after the recent update, the assigned professional, while comparing the available options. The record specifically references non-performing asset.","The specialist discussed the documented issue involving loan delinquency during the latest response. After the recent update, the assigned professional, while comparing the available options. The record specifically references non-performing asset.",0.064516129032258,1,-0.2376240854677946,0.002237586537376,1.4674556213017749,0.5,0.005,en,0,0,0,32,0.0,finance,finance,1,1242,3,8,0.9975903614457832,0.9936,175,94,2,41225,0.0065736810187992725,1242,3,8,0.9975903614457832,0.9936
nlu_0391_06,S0391,validation,"The available evidence was considered before deciding how to address the current status of defendant; at the next decision point, the technical or professional team, before the matter is finalized.","The available evidence was considered before deciding how to address the current status of defendant. At the next decision point, the technical or professional team before the matter is finalized.",0.1,1,-0.1245616109747635,0.003347496734932,1.410071942446043,0.5,0.005,en,0,0,0,30,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0366_09,S0366,train,"The professional handling the matter is reviewing the effect of contractual representation on the overall situation and the associated observed changes; after the latest information became available, the decision-making group, while comparing the available options.","The professional handling the matter is reviewing the effect of contractual representation on the overall situation and the associated observed changes. After the latest information became available, the decision-making group, while comparing the available options.",0.0571428571428571,1,-0.2111205432725989,0.0055677373893558,1.5317919075144508,0.5,0.005,en,0,0,0,36,0.0,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0063_03,S0063,train,"The current available evidence requires further risk, especially in relation to the relationship between ventricular tachycardia and wide-complex rhythm; at the current stage, the reviewing organization, during the present round of discussion. The discussion also considers wide-complex rhythm.","The current available evidence requires further risk, especially in relation to the relationship between ventricular tachycardia and wide complex rhythm. At the current stage, the reviewing organization during the present round of discussion. The discussion also considers wide complex rhythm.",0.1842105263157894,1,-0.2508406803525727,0.0066746161319315,1.6010928961748634,0.5,0.005,en,0,0,0,40,0.0,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0410_07,S0410,train,"The latest validation focused on the evidence related to failure to state a claim; at the current stage, the relevant team, before the matter is finalized. The discussion also considers complaint.","The latest validation focused on the evidence related to failure to state acclaim. At the current stage, the relevant team before the matter is finalized. The discussion also considers complaint.",0.1290322580645161,1,-0.1699109891565834,0.0021431846544146,1.4130434782608698,0.5,0.005,en,1,1,0,31,0.064516129032258,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
nlu_0141_01,S0141,train,"The current findings was reviewed in relation to insulin glargine and basal insulin, during the ongoing evaluation, the current reviewer, before the matter is finalized.","The current findings was reviewed in relation to insulin-glargin and basal insulin. During the ongoing evaluation, the current reviewer, before the matter, is finalized.",0.2,1,-0.295342018729762,0.0049507580697536,1.396694214876033,0.5,0.005,en,1,0,0,25,0.04,medical,medical,1,1871,38,9,0.9800942902042954,0.9952127659574468,575,2,274,60630,0.014035955797460004,1871,38,9,0.9800942902042954,0.9952127659574468
nlu_0330_08,S0330,train,"The case involves the reported concern involving indemnification clause, and the relevant relevant records is being assessed; following the previous discussion, the person handling the matter, while comparing the available options. The record specifically references indemnification clause.","The case involves the reported concern involving indemnification clause and the relevant, relevant records is being assessed. Following the previous discussion, the person handling the matter while comparing the available options. The records specifically references indemnification clause.",0.1621621621621621,1,-0.2871756823557728,0.0086279129609465,1.686046511627907,0.5,0.005,en,1,0,0,37,0.027027027027027,legal,legal,1,1243,16,7,0.9872915011914216,0.9944,186,18,10,40484,0.005286038928959589,1243,16,7,0.9872915011914217,0.9944
