audio_path,domain,subdomain,intent,entity_type,urgency,emotion,transcript,original_domain,original_subdomain,original_intent,original_entity_type,original_urgency,original_emotion
earnings_21_clean_segments/industrial_goods/sample_0233.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,MEDIUM,MASK,"as I said, things can change quickly and we'll just have to wait and see. Now, we've got processes and systems that we can react to and make changes and",finance,industrial_goods,outlook_assessment,market_conditions,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0234.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,MEDIUM,MASK,"be flexible in our flexible platforms, but it's just a very, very uncertain time right now, and so we're just being very cautious in",finance,industrial_goods,market_outlook_caution,market_uncertainty,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0235.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,PRODUCT_AND_SERVICE_MANAGEMENT,MEDIUM,MASK,"and how we forecast. I'll add to that, Ken. Thank you. And Marco, just in relation to the current situation for the upholstery side,",finance,industrial_goods,operational_update_discussion,upholstery_segment,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0236.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,MARKET_AND_INDUSTRY_ANALYSIS,LOW,MASK,"in China, as we have relayed, we have really seen a return now to mostly normal situations, very quickly getting",finance,industrial_goods,market_condition_update,market_situation,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0237.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,FINANCIAL_STRATEGY_AND_PLANNING,MEDIUM,MASK,"to normal situations there. We had a one week delay in our China operation, a government mandated one week delay",finance,industrial_goods,operational_delay_reporting,operations,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0238.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"before we were able to get back to operating. And then we've seen some delays from our supply base, but currently nearly all of our suppliers are now",finance,industrial_goods,operations_update,supply_chain,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0239.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,FINANCIAL_METRICS_DETAIL,LOW,MASK,back to almost full output again. So the current situation has been very positive. We've experienced minimal delays and disruption,finance,industrial_goods,operational_performance_update,production_output,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0240.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,MEDIUM,MASK,"to supply to our customer base as a result. And so while it remains a dynamic situation for sure and uncertainty,",finance,industrial_goods,market_outlook_assessment,market_conditions,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0241.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"The current picture is China has recovered quite nicely and our supply base is back to near full output. At the moment, there appears",finance,industrial_goods,market_outlook_update,supply_chain_status,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0242.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,LOW,MASK,"be minimal just delays coming from it. Thanks a lot. I appreciate your time. Thank you. Thank you, Mark.",finance,industrial_goods,operational_update_acknowledgement,delays,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0243.wav,FINANCIAL,INDUSTRIAL_GOODS,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,GENERAL_INFORMATION_AND_MISCELLANEOUS,LOW,MASK,"It appears there are no further questions at this time. Mr. Ivkulp, I'd like to turn the conference back to you for any additional or closing remarks.",finance,industrial_goods,call_closing_remarks,none,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0244.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,GENERAL_INFORMATION_AND_MISCELLANEOUS,LOW,MASK,"Okay, thank you, operator. And again, thanks to everyone for your participation and your interest in COLT. We look forward to updating you on our progress next quarter.",finance,industrial_goods,future_outlook_update,progress,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0245.wav,FINANCIAL,INDUSTRIAL_GOODS,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,BUSINESS_GOVERNANCE_AND_RELATIONS,LOW,MASK,"Ladies and gentlemen, thank you for standing by and welcome to the Ingersoll-Rand First Quarter 2020 Earnings Conference Call. At this time, I'm going to",finance,industrial_goods,earnings_call_start,earnings_report,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0246.wav,FINANCIAL,INDUSTRIAL_GOODS,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,GENERAL_BUSINESS_ADMINISTRATION,LOW,MASK,"All participants are in the listen-only mode. After the speaker's presentation, there will be a question and answer session. To ask a question during the session, you will need to press star 1",finance,industrial_goods,call_procedure_announcement,meeting_protocol,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0247.wav,FINANCIAL,INDUSTRIAL_GOODS,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,COMMUNICATION_AND_INTERACTION,LOW,MASK,"on your telephone. We ask that you please limit yourself to one question and one follow-up. If you require any further assistance, please press star zero.",finance,industrial_goods,call_procedure_guidance,Q&A_protocol,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0248.wav,FINANCIAL,INDUSTRIAL_GOODS,GENERAL_ASSISTANCE_AND_QA,GENERAL_INFORMATION_AND_MISCELLANEOUS,LOW,MASK,Thank you.,finance,industrial_goods,acknowledgement,none,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0249.wav,FINANCIAL,INDUSTRIAL_GOODS,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,CORPORATE_FINANCIAL_PERFORMANCE,LOW,MASK,"the Ingersoll Rand 2020 first quarter earnings call. I'm Vic Kinney, Ingersoll Rand's investor relations leader, and with me today are Vicente Reynal, Chief Executive Officer, and Emily",finance,industrial_goods,earnings_call_initiation,earnings_call,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0250.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,BUSINESS_GOVERNANCE_AND_RELATIONS,LOW,MASK,"Weaver, Chief Financial Officer. Our earnings release, which was issued this morning, and a supplemental presentation, which will be referenced during the call, are both available on the Investor Relations section of our website,",finance,industrial_goods,earnings_release_availability,earnings_release,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0251.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,BUSINESS_GOVERNANCE_AND_RELATIONS,LOW,MASK,"www.irco.com. In addition, a replay of this morning's conference call will be available later today. Before we get started, I would like to remind everyone that certain of the statements",finance,industrial_goods,conference_call_announcement,conference_call,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0252.wav,FINANCIAL,INDUSTRIAL_GOODS,MARKET_AND_COMPETITIVE_OUTLOOK,BUSINESS_GOVERNANCE_AND_RELATIONS,LOW,MASK,"on this call are forward-looking in nature and are subject to the risks and uncertainties discussed in our previous SEC filings, which you should read in conjunction with the information provided on this call.",finance,industrial_goods,disclaimer_forward_looking_statements,risk_and_uncertainty,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0253.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,REGULATORY_AND_ENVIRONMENTAL_CONTEXT,LOW,MASK,"For more details on these risks, please refer to our annual report on Form 10-K filed with the Securities and Exchange Commission and our current report on Form 8-K filed with the Securities and Exchange Commission on May",finance,industrial_goods,regulatory_disclosure_reference,SEC_filings,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0254.wav,FINANCIAL,INDUSTRIAL_GOODS,MARKET_AND_COMPETITIVE_OUTLOOK,FINANCIAL_STRATEGY_AND_PLANNING,LOW,MASK,which are available on our website at www.irco.com. Additional disclosure regarding forward-looking statements is included on slide two of the presentation.,finance,industrial_goods,disclosure_information_availability,forward_looking_statements,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0255.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,FINANCIAL_METRICS_DETAIL,LOW,MASK,"In addition, in today's remarks, we will refer to certain non-GAAP financial measures. You can find a reconciliation of these measures to the most comparable measure calculated and presented in accordance with GAAP in our slide",finance,industrial_goods,financial_disclosure_non_gaap,non_gaap_measures,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0256.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,BUSINESS_GOVERNANCE_AND_RELATIONS,LOW,MASK,"presentation and in our release, which are both available on the investor relations section of our website. I will also remind everyone that in both our earnings release and today's presentation, we have included both assets",finance,industrial_goods,financial_disclosure_availability,earnings_release,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0257.wav,FINANCIAL,INDUSTRIAL_GOODS,PRODUCT_AND_TECHNOLOGY_MANAGEMENT,CORPORATE_FINANCIAL_PERFORMANCE,LOW,MASK,as-reported financials and supplemental financial information to assist with analysis and comparatives. The as-reported financials only include the Ingersoll-Rand industrial segment results from the,finance,industrial_goods,financial_data_review,as_reported_financials,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0258.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,CORPORATE_FINANCIAL_PERFORMANCE,LOW,MASK,"closing date of the transaction on February 29, 2020, and the supplemental financial information provides results as if the transaction had occurred as of January 1, 2018, to provide a full quarter",finance,industrial_goods,financial_reporting_period_adjustment,financial_information,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0259.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,CORPORATE_FINANCIAL_PERFORMANCE,MEDIUM,MASK,"of comparable results. Turning to slide three, on today's call we will provide an update on the top priorities of the company in the current operating environment as well as review our first quarter total",finance,industrial_goods,financial_update_review,first_quarter_results,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0260.wav,FINANCIAL,INDUSTRIAL_GOODS,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,BUSINESS_GOVERNANCE_AND_RELATIONS,LOW,MASK,"company and segment highlights. We will conclude today's call with a Q&A session. As a reminder, we would ask that each caller keep to one question and one follow-up to allow for enough time for other participants.",finance,industrial_goods,earnings_call_management,call_procedure,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0261.wav,FINANCIAL,INDUSTRIAL_GOODS,COMMUNICATION_EMAIL_CALL_AND_CONTACTS,GENERAL_INFORMATION_AND_MISCELLANEOUS,LOW,MASK,"At this time, I will now turn it over to Vicente Renal, Chief Executive Officer. Thanks, Vic, and good morning to everyone on the call. I would like to kick off",finance,industrial_goods,call_kickoff,none,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0262.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,MARKET_AND_INDUSTRY_ANALYSIS,LOW,MASK,"today's presentation by sending our thoughts to all who have been affected by COVID-19 and all the dedicated healthcare workers, first responders, and volunteers who are on the front line",finance,industrial_goods,social_acknowledgement,covid_impact,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0263.wav,FINANCIAL,INDUSTRIAL_GOODS,GENERAL_ASSISTANCE_AND_QA,GENERAL_BUSINESS_ADMINISTRATION,LOW,MASK,all over the world battling this pandemic. I would also like to take a moment to say a sincere thank you to all of the Ingersoll-run employees around the world. The picture is on the slide,finance,industrial_goods,acknowledgement_and_employee_appreciation,employee_relations,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0264.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,LOW,MASK,for are just a few examples of our dedicated global workforce who have adapted to the new realities of the work environment to continue to serve our customers.,finance,industrial_goods,operational_update_workforce,workforce_adaptation,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0265.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,LOW,MASK,"Every day I hear of new examples of our businesses providing mission-critical products to our customers, and I am proud of what our company represents and how our employees have responded to these unprecedented challenges.",finance,industrial_goods,operational_strength_acknowledgement,business_operations,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0266.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,COMMUNICATION_AND_INTERACTION,LOW,MASK,"times. While there continues to be a lot of uncertainty about the future, one thing I am sure about is that Ingersoll Brand will continue to keep the safety of our communities and serving our customers",finance,industrial_goods,corporate_social_responsibility_statement,community_safety,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0267.wav,FINANCIAL,INDUSTRIAL_GOODS,GENERAL_ASSISTANCE_AND_QA,GENERAL_BUSINESS_ADMINISTRATION,LOW,MASK,"at the center of everything we do. And that wouldn't be possible without the dedication and hard work of all of our employees. Moving to slide five, I would like to grant",finance,industrial_goods,general_acknowledgement,employee_dedication,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0268.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_METRICS_DETAIL,MEDIUM,MASK,"everyone on the critical priorities we're following during these challenging times. When we closed the transaction a little over two months ago, we could have never anticipated that within a matter of weeks we",finance,industrial_goods,strategic_update_outlook,transaction_status,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0269.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,FINANCIAL_STRATEGY_AND_PLANNING,HIGH,MASK,"we will be dealing with a global pandemic, causing disruption to our customers, supply chain, and the day-to-day operations of the company. Our response speaks to how the IRX toolkit has affected",finance,industrial_goods,risk_management_response,supply_chain_disruption,High,MASK
earnings_21_clean_segments/industrial_goods/sample_0270.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,GENERAL_BUSINESS_ADMINISTRATION,HIGH,MASK,"helped us plan, accelerate, and adapt our actions to act quickly and decisively around three core priorities. First, ensuring the safety of our employees.",finance,industrial_goods,operational_strategy_planning,employee_safety,High,MASK
earnings_21_clean_segments/industrial_goods/sample_0271.wav,FINANCIAL,INDUSTRIAL_GOODS,MARKET_AND_COMPETITIVE_OUTLOOK,CORPORATE_FINANCIAL_PERFORMANCE,MEDIUM,MASK,"customers, and the community. Second, around keeping a strong focus on the integration and execution to ensure the financial stability of the company through this uncertain time.",finance,industrial_goods,financial_stability_focus,financial_stability,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0272.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,MEDIUM,MASK,"And finally, continuing to execute on the strategy of the company, as we have multiple catalysts to drive ongoing value creation. The strength of Ingersoll Run team aligned",finance,industrial_goods,strategy_execution_update,value_creation,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0273.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_REPORTING_AND_OUTLOOK,CORPORATE_FINANCIAL_PERFORMANCE,MEDIUM,MASK,around these three priorities will position the company to emerge from this crisis as a stronger and more unified company. The next slide is a reminder,finance,industrial_goods,strategic_outlook_discussion,company_strength,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0274.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,TECHNOLOGY_AND_DIGITAL_INFRASTRUCTURE,LOW,MASK,"that our purpose and values, as well as our execution engine that we call IRX, are really at the heart of how we operate as a company, especially",finance,industrial_goods,corporate_strategy_discussion,company_operations,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0275.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,LOW,MASK,these unprecedented times. During the integration process we spent a lot of time thoughtfully creating the company's purpose. One that is centered around our stakeholders where we know,finance,industrial_goods,corporate_strategy_discussion,corporate_purpose,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0276.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,LOW,MASK,"that they can lean on us to help make life better. This purpose, when combined with the four key values that our teams live on a daily basis,",finance,industrial_goods,corporate_purpose_statement,corporate_values,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0277.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,LOW,MASK,is a framework of what we want to achieve as a company. And the basis of how we do it is the Ingersoll-Rand execution excellence process. The simplicity and effectiveness,finance,industrial_goods,strategy_framework_discussion,corporate_strategy,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0278.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,LOW,MASK,"of this is allowing us to accelerate the creation of a single culture across Ingersoll Run. Turning to slide 7, I would like to bring",finance,industrial_goods,strategic_update_culture,corporate_culture,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0279.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_GOVERNANCE_AND_RELATIONS,MEDIUM,MASK,"briefly update you on the company's response to the COVID-19 crisis, since it has been swift and focused around two major components. First is a health and safety and well-being",finance,industrial_goods,crisis_response_update,health_and_safety,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0280.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"of our employees, customers, and communities. And second, business continuity not only within operations but across the larger supply chain. Starting first with health and",finance,industrial_goods,risk_management_strategy,supply_chain_resilience,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0281.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_GOVERNANCE_AND_RELATIONS,MEDIUM,MASK,"safety, we activated our COVID-19 task force in February and had a full coordinated company approach in early March, just weeks after the creation of the new company.",finance,industrial_goods,operational_response_management,risk_management,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0282.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,BUSINESS_OPERATIONS_AND_LOGISTICS,LOW,MASK,Our execution approach has served us very well as we are able to quickly implement enhanced site safety protocols and a mandatory work from home policy for those employees who can,finance,industrial_goods,operational_update,site_safety_protocols,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0283.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,MARKET_AND_INDUSTRY_ANALYSIS,LOW,MASK,"work remotely. And it is very encouraging that our quick actions have been successful, as we currently have had fewer than 30 confirmed cases of COVID-19 among",finance,industrial_goods,operational_update_covid_status,COVID-19_cases,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0284.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,GENERAL_BUSINESS_ADMINISTRATION,LOW,MASK,"are more than 17,000 global employee base. But it's more than just implementing safety protocols. It's also about supporting and engaging the employee base. As a result, we have implemented",finance,industrial_goods,human_resources_strategy,employee_base,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0285.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,GENERAL_BUSINESS_ADMINISTRATION,LOW,MASK,"a number of measures, including a global outreach program to solicit employee feedback. Our employees reacted quickly and with a true ownership mindset, provided more",finance,industrial_goods,employee_engagement_update,employee_feedback,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0286.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"than 200 suggestions when we asked for cost savings ideas. Not only did our team volunteer to take individual pay cuts, furloughs, and forego vacation time this year,",finance,industrial_goods,cost_reduction_initiative,cost_savings,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0287.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_STRATEGY_AND_PLANNING,MEDIUM,MASK,"They have thoughtful, in-depth suggestions, many of which we're actively implementing today. From a business continuity perspective,",finance,industrial_goods,business_strategy_implementation,business_continuity,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0288.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,FINANCIAL_STRATEGY_AND_PLANNING,MEDIUM,MASK,"with our operations, as we previously communicated, we have seen plans largely in China, Italy and India impacted due to COVID-19. China was largely",finance,industrial_goods,operational_impact_update,supply_chain_disruption,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0289.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,BUSINESS_OPERATIONS_AND_LOGISTICS,LOW,MASK,"impacted in the months of January and February, and has seen steadily improved capacity and output through March and into April, as things are now largely back to normal.",finance,industrial_goods,operational_performance_update,capacity_and_output,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0290.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"Italy and India saw about a two-month lag to China, with operations being impacted in late March and into April. And in this time, our sites around the globe",finance,industrial_goods,operational_impact_reporting,supply_chain_delays,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0291.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"are 98% operational, with India still being the most impacted due to governmental restrictions on returning to work. The supply chain has seen a similar trend, as the",finance,industrial_goods,operational_status_update,operational_capacity,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0292.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,The impact in China is largely behind us and we currently have no meaningful delivery issues. The Americas and the media regions are stabilizing as impacted suppliers in the,finance,industrial_goods,supply_chain_status_update,delivery_issues,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0293.wav,FINANCIAL,INDUSTRIAL_GOODS,TIME_LOCATION_TRAVEL_AND_LOGISTICS,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"and Italy have started to come back online. In the past few weeks, we have seen the number of impacted suppliers drop by more than half, which is a very good sign, and we're supplementing suppliers",finance,industrial_goods,supply_chain_recovery_update,supplier_impact,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0294.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,BUSINESS_OPERATIONS_AND_LOGISTICS,MEDIUM,MASK,"from dual sources from other regions were possible. Much like our operations, India continues to be the most impacted aspect of the supply chain, and we expect the situation to improve",finance,industrial_goods,supply_chain_update,supply_chain,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0295.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_OPERATIONS_AND_HEALTH,FINANCIAL_STRATEGY_AND_PLANNING,MEDIUM,MASK,"in the later half of May, when governmental restrictions begin to ease. We are addressing the current environment head-on by actively managing those areas within our control.",finance,industrial_goods,operational_outlook_management,environmental_factors,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0296.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,FINANCIAL_METRICS_DETAIL,MEDIUM,MASK,"Let me tell you about what we're doing here. Starting with slide 8, through the use of IRX, we have been able to build the cost energy funnel to over 300",finance,industrial_goods,cost_analysis_update,cost_energy_funnel,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0297.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,FINANCIAL_STRATEGY_AND_PLANNING,LOW,MASK,"with increases across all major savings categories, and we continue to identify areas of incremental opportunity. As a reminder, we expect",finance,industrial_goods,financial_performance_update,savings_categories,Low,MASK
earnings_21_clean_segments/industrial_goods/sample_0298.wav,FINANCIAL,INDUSTRIAL_GOODS,BUSINESS_STRATEGY_AND_PROJECT_PLANNING,FINANCIAL_METRICS_DETAIL,MEDIUM,MASK,to be able to realize the anticipated transaction cost synergies of approximately $250 million by the end of year three after closing. We expect to encourage,finance,industrial_goods,synergy_realization_projection,transaction_cost_synergies,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0299.wav,FINANCIAL,INDUSTRIAL_GOODS,PRODUCT_AND_TECHNOLOGY_MANAGEMENT,FINANCIAL_METRICS_DETAIL,MEDIUM,MASK,"approximately $450 million of expense in connection with both achieving these cost synergies and the associated stand-up of the new company. As we have stated, multiple",finance,industrial_goods,expense_disclosure,expense,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0300.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_PERFORMANCE_AND_SEGMENT_ANALYSIS,CORPORATE_FINANCIAL_PERFORMANCE,MEDIUM,MASK,"over the past few quarters, the facing of synergy delivery was always an area we believed we could accelerate based on market conditions, and that is exactly what we have done.",finance,industrial_goods,operational_performance_update,synergy_delivery,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0301.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,FINANCIAL_STRATEGY_AND_PLANNING,MEDIUM,MASK,"We have dramatically increased the pace, having already executed on $90 million of annualized structural cost reductions, with approximately",finance,industrial_goods,cost_reduction_update,structural_cost_reductions,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0302.wav,FINANCIAL,INDUSTRIAL_GOODS,FINANCIAL_OPERATIONS_RISK_AND_COMPLIANCE,FINANCIAL_METRICS_DETAIL,MEDIUM,MASK,approximately $70 million savings expected to be delivered in 2020. The majority of these savings are coming from headcount actions already taken in the past two months.,finance,industrial_goods,cost_reduction_update,savings,Medium,MASK
earnings_21_clean_segments/industrial_goods/sample_0303.wav,FINANCIAL,INDUSTRIAL_GOODS,MARKET_AND_COMPETITIVE_OUTLOOK,GENERAL_BUSINESS_ADMINISTRATION,MEDIUM,MASK,"we streamline the company and reduce layers within the organization. In addition, we have deployed the first wave of procurement initiative with RFQs",finance,industrial_goods,operational_efficiency_improvement,organizational_structure,Medium,MASK
