sample_id,scenario_id,split,domain_label,ground_truth,target_terms,target_term_count,targets_found,targets_corrupted,corrupted_target_terms,target_start_end_count,selected_snr_db,clean_whisper_transcript,corrupted_whisper_transcript,clean_WER,corrupted_WER,domain_term_WER,domain_term_TP,domain_term_FP,domain_term_FN,domain_term_precision,domain_term_recall,temperature,beam_size,best_of,language
nlu_0312_05,S0312,validation,finance,"The specialist discussed the documented issue involving interest rates during the latest validation; after the latest information became available, the relevant team, before the next decision. The record specifically references yield curve.",yield curve; interest,2,2,1,yield curve,2,0.0,"The specialist discussed the documented issue involving interest rates during the latest validation. After the latest information became available, the relevant team before the next decision. The record specifically references yield curve.","The specialist discussed the documented issue involving interest rates during the latest validation. After the latest information became available, the relevant team before the next decision. The record specifically references yield per se.",0.09375,0.15625,0.3333333333333333,1,0,1,1.0,0.5,0.0,,,en
nlu_0183_01,S0183,train,medical,"The current findings was reviewed in relation to levothyroxine and thyroid hormone replacement, during the latest review, the case team, during the present round of discussion.",levothyroxine; replacement; thyroid; hormone,4,4,1,levothyroxine,4,6.0,"The current findings was reviewed in relation to Levothiric Sign and Thyroid Hormone replacement. During the latest review, the case team during the present round of discussion","The current findings was reviewed in relation to Levothiric Sign and Thyroid Hormone replacement. During the latest review, the case team during the present round of discussion",0.3076923076923077,0.3076923076923077,0.25,3,0,0,1.0,1.0,0.0,,,en
nlu_0364_01,S0364,unseen,legal,"The current findings was reviewed in relation to representations and warranties and contractual representation, after the recent update, the relevant team, while comparing the available options.",representations warranties; contractual,2,1,0,,1,,"The current findings was reviewed in relation to representations and warranties and contractual representation. After the recent update, the relevant team, while comparing the available options.",,0.07692307692307693,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0043_03,S0043,train,medical,"The current available evidence requires further risk, especially in relation to the relationship between echocardiography and left ventricular function; at the current stage, the case team, during the present round of discussion. The discussion also considers left ventricular function.",echocardiography; ventricular; function,3,3,0,,3,,"The current available evidence requires further risk, especially in relation to the relationship between echocardiography and left ventricular function. At the current stage, the case team during the present round of discussion. The discussion also considers left ventricular function.",,0.07692307692307693,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0081_09,S0081,unseen,medical,"The professional handling the matter is reviewing the effect of brain MRI on the overall situation and the associated observed changes; after the recent update, the reviewing organization, before the matter is finalized.",organization; finalized,2,2,0,,2,,"The professional handling the matter is reviewing the effect of brain MRI on the overall situation and the associated observed changes. After the recent update, the reviewing organization, before the matter is finalized.",,0.06060606060606061,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0138_10,S0138,train,medical,"Further record is needed before a final decision is made about the decision surrounding glucose control; in the current round of review, the assigned professional, while comparing the available options. The record specifically references insulin glargine.",insulin glargine; control; glucose,3,2,0,,2,,"Further record is needed before a final decision is made about the decision surrounding glucose control. In the current round of review, the assigned professional while comparing the available options. The record specifically references insulin-glargent.",,0.1388888888888889,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0167_10,S0167,unseen,medical,"Further validation is needed before a final decision is made about the decision surrounding INR; during the ongoing evaluation, the case team, before the matter is finalized. The record specifically references warfarin.",warfarin,1,1,0,,1,,"Further validation is needed before a final decision is made about the decision surrounding INR. During the ongoing evaluation, the case team, before the matter is finalized. The record specifically references Warfarin.",,0.09375,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0210_09,S0210,train,finance,"The professional handling the matter is reviewing the effect of account balance on the overall situation and the associated observed changes; following the previous discussion, the relevant team, while considering the current evidence.",balance,1,1,0,,1,,"The professional handling the matter is reviewing the effect of account balance on the overall situation and the associated observed changes. Following the previous discussion, the relevant team, while considering the current evidence.",,0.06060606060606061,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0553_06,S0553,train,general,"I am trying to ask about a parcel, and this is following the previous discussion, the reviewing group, during the present round of discussion.",trying; parcel,2,2,1,parcel,2,0.0,"I am trying to ask about a parcel, and this is following the previous discussion, the reviewing group, during the present round of discussion.","I am trying to ask about a particle, and this is following the previous discussion, the reviewing group, during the present round of discussion.",0.0,0.041666666666666664,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0013_05,S0013,train,medical,"The specialist discussed the documented issue involving atrial fibrillation during the latest authorization; in the current round of review, the relevant team, before the matter is finalized. The record specifically references irregularly irregular rhythm.",atrial fibrillation; irregularly; irregular; rhythm,4,4,1,irregularly,4,0.0,"The specialist discussed the documented issue involving atrial fibrillation during the latest authorization. In the current round of review, the relevant team, before the matter is finalized. The record specifically references irregularly irregular rhythm.","The specialist discussed the documented issue involving atrial fibrillation during the latest authorization. In the current round of review, the relevant team, before the matter is finalized. The record specifically references irregularity and irregular rhythm.",0.058823529411764705,0.11764705882352941,0.2,3,0,1,1.0,0.75,0.0,,,en
nlu_0011_03,S0011,train,medical,"The current available evidence requires further account, especially in relation to the relationship between irregularly irregular rhythm and atrial fibrillation; at the current stage, the current reviewer, after the latest information was reviewed. The discussion also considers atrial fibrillation.",atrial fibrillation; irregularly; irregular; rhythm,4,4,2,irregularly; irregular,4,0.0,"The current available evidence requires further account, especially in relation to the relationship between a regularly irregular rhythm and atrial fibrillation. At the current stage, the current reviewer, after the latest information, was reviewed. The discussion also considers atrial fibrillation.","The current available evidence requires further account, especially in relation to the relationship between a regularity or regular rhythm and atrial fibrillation. At the current stage, the current reviewer, after the latest information, was reviewed. The discussion also considers atrial fibrillation.",0.1282051282051282,0.1794871794871795,0.4,2,0,1,1.0,0.6666666666666666,0.0,,,en
nlu_0406_09,S0406,unseen,legal,"The professional handling the matter is reviewing the effect of document production on the overall situation and the associated observed changes; at the current stage, the case team, before the next decision.",production,1,1,0,,1,,"The professional handling the matter is reviewing the effect of document production on the overall situation and the associated observed changes. At the current stage, the case team before the next decision.",,0.09375,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0174_03,S0174,train,medical,"The current available evidence requires further validation, especially in relation to the relationship between heparin and anticoagulation; during the most recent assessment, the technical or professional team, while considering the current evidence. The discussion also considers anticoagulation.",anticoagulation; heparin,2,2,1,anticoagulation,2,6.0,"The current available evidence requires further validation, especially in relation to the relationship between Heparin and anticoagulation. During the most recent assessment, the technical or professional team while considering the current evidence. The discussion also considers anticoagulation.","The current available evidence requires further validation, especially in relation to the relationship between Heparin and anti-collagulation. During the most recent assessment, the technical or professional team while considering the current evidence. The discussion also considers anti-collagulation.",0.10810810810810811,0.13513513513513514,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0304_06,S0304,train,finance,"The available evidence was considered before deciding how to address the current status of derivative hedge; following the previous discussion, the assigned professional, while comparing the available options.",derivative hedge,1,1,0,,1,,"The available evidence was considered before deciding how to address the current status of derivative hedge. Following the previous discussion, the assigned professional while comparing the available options.",,0.10714285714285714,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0292_06,S0292,train,finance,"The available evidence was considered before deciding how to address the current status of capital gains; during the most recent assessment, the decision-making group, while comparing the available options.",capital gains,1,1,0,,1,,"The available evidence was considered before deciding how to address the current status of capital gains. During the most recent assessment, the decision-making group, while comparing the available options.",,0.06896551724137931,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0049_07,S0049,train,medical,"The latest resolution focused on the evidence related to catheter-based assessment; as part of the current review, the reviewing group, while considering the current evidence. The discussion also considers coronary angiography.",catheter-based; angiography; coronary,3,3,0,,3,,"The latest resolution focused on the evidence related to catheter-based assessment, as part of the current review, the reviewing group, while considering the current evidence. The discussion also considers coronary angiography.",,0.03225806451612903,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0113_09,S0113,validation,medical,"The professional handling the matter is reviewing the effect of demyelinating lesion on the overall situation and the associated observed changes; following the previous discussion, the assigned professional, after the latest information was reviewed.",demyelinating; lesion,2,2,1,lesion,2,3.0,"The professional handling the matter is reviewing the effect of demyelinating lesion on the overall situation and the associated observed changes. Following the previous discussion, the assigned professional, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of demyelinating Asian on the overall situation and the associated observed changes. Following the previous discussion, the assigned professional, after the latest information was reviewed.",0.058823529411764705,0.08823529411764706,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0362_08,S0362,train,legal,"The case involves the reported concern involving representations and warranties, and the relevant relevant records is being assessed; as part of the current review, the technical or professional team, before the next decision. The record specifically references representations and warranties.",representations warranties,1,0,0,,0,,"The case involves the reported concern involving representations and warranties, and the relevant, relevant records is being assessed, as part of the current review, the technical or professional team, before the next decision. The records specifically references representations and warranties.",,0.075,,,0,0,0,0.0,0.0,0.0,,,en
nlu_0152_05,S0152,train,medical,"The specialist discussed the documented issue involving antibiotic during the latest validation; following the previous discussion, the reviewing group, while comparing the available options. The record specifically references amoxicillin.",amoxicillin; antibiotic,2,2,1,amoxicillin,2,0.0,"The specialist discussed the documented issue involving antibiotic during the latest validation, following the previous discussion, the reviewing group, while comparing the available options. The record specifically references amoxicillin.","The specialist discussed the documented issue involving antibiotic during the latest validation, following the previous discussion, the reviewing group, while comparing the available options. The record specifically references a Moxacone.",0.034482758620689655,0.10344827586206896,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0014_06,S0014,train,medical,"The available evidence was considered before deciding how to address the current status of irregularly irregular rhythm; at the next decision point, the relevant team, before the next decision.",irregularly; irregular; rhythm,3,3,1,rhythm,3,0.0,"The available evidence was considered before deciding how to address the current status of irregularly irregular rhythm. At the next decision point, the relevant team before the next decision.","The available evidence was considered before deciding how to address the current status of irregularly and irregularly. At the next decision point, the relevant team before the next decision.",0.10344827586206896,0.13793103448275862,0.6666666666666666,2,0,1,1.0,0.6666666666666666,0.0,,,en
nlu_0260_09,S0260,validation,finance,"The professional handling the matter is reviewing the effect of equities on the overall situation and the associated observed changes; at the next decision point, the technical or professional team, while considering the current evidence.",equities,1,1,0,,1,,"The professional handling the matter is reviewing the effect of equities on the overall situation and the associated observed changes. At the next decision point, the technical or professional team, while considering the current evidence.",,0.05714285714285714,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0201_03,S0201,train,finance,"The current available evidence requires further case, especially in relation to the relationship between AML and anti-money laundering; during the latest review, the reviewing group, while comparing the available options. The discussion also considers anti-money laundering.",laundering; anti-money,2,2,0,,2,,"The current available evidence requires further case, especially in relation to the relationship between AML and anti-money laundering, during the latest review, the reviewing group, while comparing the available options. The discussion also considers anti-money laundering.",,0.027777777777777776,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0284_04,S0284,validation,finance,"A detailed record was requested concerning the implications of price-to-earnings ratio; during the ongoing evaluation, the decision-making group, after the latest information was reviewed.",price-to-earnings ratio,1,0,0,,0,,"A detailed record was requested concerning the implications of price-to-earnings ratio. During the ongoing evaluation, the decision-making group, after the latest information was reviewed.",,0.08333333333333333,,,0,0,0,0.0,0.0,0.0,,,en
nlu_0182_08,S0182,train,medical,"The case involves the reported concern involving levothyroxine, and the relevant relevant records is being assessed; during the latest review, the assigned professional, while comparing the available options. The record specifically references levothyroxine.",levothyroxine,1,1,1,levothyroxine,1,6.0,"The case involves the reported concern involving Levotheric Sign and the relevant relevant records is being assessed during the latest review, the assigned professional, while comparing the available options. The record specifically references Levotheric Sign.","The case involves the reported concern involving Levothiric Sign and the relevant relevant records is being assessed during the latest review, the assigned professional, while comparing the available options. The records specifically references Levothiric Sign.",0.15151515151515152,0.18181818181818182,1.0,0,0,0,0.0,0.0,0.0,,,en
nlu_0076_03,S0076,train,medical,"The current available evidence requires further transfer, especially in relation to the relationship between ischemic stroke and cerebral infarction; during the ongoing evaluation, the technical or professional team, before the next decision. The discussion also considers cerebral infarction.",ischemic stroke; infarction; cerebral,3,3,1,ischemic stroke,3,3.0,"The current available evidence requires further transfer, especially in relation to the relationship between ischemic stroke and cerebral infarction, during the ongoing evaluation, the technical or professional team, before the next decision. The discussion also considers cerebral infarction.","The current available evidence requires further transfer, especially in relation to the relationship between a scenic stroke and cerebral infarction during the ongoing evaluation, the technical or professional team, before the next decision. The discussion also considers cerebral infarction.",0.02631578947368421,0.07894736842105263,0.25,2,0,1,1.0,0.6666666666666666,0.0,,,en
nlu_0401_02,S0401,train,legal,"The team is evaluating deposition in the context of sworn statement, with particular attention to the reported issue; at the current stage, the person handling the matter, before the next decision. The record specifically references deposition.",deposition; statement,2,2,0,,2,,"The team is evaluating deposition in the context of sworn statement, with particular attention to the reported issue. At the current stage, the person handling the matter before the next decision. The record specifically references deposition.",,0.08333333333333333,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0503_08,S0503,train,general,"Is it possible to ask about a delivery, considering in the current round of review, the decision-making group, while comparing the available options?",possible,1,1,0,,1,,"Is it possible to ask about a delivery, considering in the current round of review, the decision-making group, while comparing the available options?",,0.0,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0111_04,S0111,train,medical,"A detailed incident was requested concerning the implications of migraine with aura; as part of the current review, the decision-making group, during the present round of discussion.",migraine with aura,1,1,0,,1,,"A detailed incident was requested concerning the implications of migraine with aura. As part of the current review, the decision-making group, during the present round of discussion.",,0.07407407407407407,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0538_01,S0538,train,general,"I need help with ask about a commute, following the previous discussion, the current reviewer, during the present round of discussion.",commute,1,1,0,,1,,"I need help with Ask about a commute. Following the previous discussion, the current reviewer during the present round of discussion.",,0.19047619047619047,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0232_07,S0232,train,finance,"The latest transfer focused on the evidence related to default; after the recent update, the decision-making group, before the next decision. The discussion also considers loan delinquency.",delinquency; default,2,2,0,,2,,"The latest transfer focused on the evidence related to default after the recent update, the decision-making group, before the next decision. The discussion also considers loan delinquency.",,0.037037037037037035,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0192_09,S0192,validation,finance,"The professional handling the matter is reviewing the effect of customer due diligence on the overall situation and the associated observed changes; in the current round of review, the technical or professional team, before the next decision.",diligence; customer,2,2,0,,2,,"The professional handling the matter is reviewing the effect of customer due diligence on the overall situation and the associated observed changes. In the current round of review, the technical or professional team before the next decision.",,0.08108108108108109,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0155_04,S0155,train,medical,"A detailed transfer was requested concerning the implications of azithromycin; at the current stage, the technical or professional team, while considering the current evidence.",azithromycin,1,1,1,azithromycin,1,6.0,"A detailed transfer was requested concerning the implications of Azathromycin. At the current stage, the technical or professional team, while considering the current evidence.","A detailed transfer was requested concerning the implications of Azathromycin. At the current stage, the technical or professional team, while considering the current evidence.",0.08333333333333333,0.08333333333333333,1.0,0,0,0,0.0,0.0,0.0,,,en
nlu_0367_08,S0367,train,legal,"The case involves the reported concern involving representations and warranties, and the relevant relevant records is being assessed; after the recent update, the person handling the matter, while comparing the available options. The record specifically references representations and warranties.",representations warranties,1,0,0,,0,,"The case involves the reported concern involving representations and warranties, and the relevant relevant records is being assessed. After the recent update, the person handling the matter while comparing the available options. The record specifically references representations and warranties.",,0.07692307692307693,,,0,0,0,0.0,0.0,0.0,,,en
nlu_0445_02,S0445,train,technology,"The team is evaluating Docker in the context of image, with particular attention to the reported issue; after the recent update, the current reviewer, after the latest information was reviewed. The record specifically references Docker.",docker,1,1,0,,1,,"The team is evaluating Docker in the context of image, with particular attention to the reported issue. After the recent update, the current reviewer, after the latest information, was reviewed. The record specifically references Docker.",,0.08571428571428572,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0371_07,S0371,unseen,legal,"The latest authorization focused on the evidence related to notice period; in the current round of review, the person handling the matter, before the next decision. The discussion also considers termination right.",termination; period; notice,3,3,0,,3,,"The latest authorization focused on the evidence related to notice period. In the current round of review, the person handling the matter before the next decision. The discussion also considers termination right.",,0.09375,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0118_07,S0118,train,medical,"The latest report focused on the evidence related to brain MRI; following the previous discussion, the reviewing group, before the next decision. The discussion also considers demyelinating lesion.",demyelinating; lesion,2,2,1,lesion,2,3.0,"The latest report focused on the evidence related to brain MRI, following the previous discussion, the reviewing group, before the next decision. The discussion also considers demyelinating lesion.","The latest report focused on the evidence related to brain MRI, following the previous discussion, the reviewing group, before the next decision. The discussion also considers demyelinating Asian.",0.03571428571428571,0.07142857142857142,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0156_10,S0156,train,medical,"Further risk is needed before a final decision is made about the decision surrounding infection; during the latest review, the technical or professional team, while considering the current evidence. The record specifically references azithromycin.",azithromycin; infection,2,1,0,,1,,"Further risk is needed before a final decision is made about the decision surrounding infection during the latest review, the technical or professional team, while considering the current evidence. The record specifically references Azith Ramayson.",,0.08823529411764706,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0567_04,S0567,train,general,"I wanted to ask about request a reminder, particularly at the current stage, the current reviewer, during the present round of discussion.",particularly; reminder; wanted,3,3,1,reminder,3,0.0,"I wanted to ask about Request a Reminder, particularly at the current stage, the current reviewer during the present round of discussion.","I wanted to ask about requests to remind you, particularly at the current stage, the current reviewer during the present round of discussion.",0.13636363636363635,0.22727272727272727,0.3333333333333333,2,0,1,1.0,0.6666666666666666,0.0,,,en
nlu_0015_05,S0015,train,medical,"The specialist discussed the documented issue involving atrial fibrillation during the latest response; following the previous discussion, the reviewing organization, while comparing the available options. The record specifically references irregularly irregular rhythm.",atrial fibrillation; irregularly; irregular; rhythm,4,4,1,irregularly,4,0.0,"The specialist discussed the documented issue involving atrial fibrillation during the latest response, following the previous discussion, the reviewing organization, while comparing the available options. The record specifically references irregularly irregular rhythm.","The specialist discussed the documented issue involving atrial fibrillation during the latest response, following the previous discussion, the reviewing organization, while comparing the available options. The record specifically references irregularity and irregular rhythm.",0.03125,0.09375,0.2,3,0,1,1.0,0.75,0.0,,,en
nlu_0039_01,S0039,train,medical,"The current findings was reviewed in relation to troponin and cardiac biomarker, during the ongoing evaluation, the case team, before the next decision.",troponin; biomarker; cardiac,3,3,1,troponin,3,6.0,"The current findings was reviewed in relation to Troponin and Cardiac Biomarker. During the ongoing evaluation, the case team, before the next decision.","The current findings was reviewed in relation to Tropanin and Cardiac biomarker. During the ongoing evaluation, the case team, before the next decision.",0.17391304347826086,0.17391304347826086,0.3333333333333333,2,0,1,1.0,0.6666666666666666,0.0,,,en
nlu_0144_04,S0144,train,medical,"A detailed record was requested concerning the implications of insulin glargine; as part of the current review, the reviewing group, before the matter is finalized.",insulin glargine,1,0,0,,0,,"A detailed record was requested concerning the implications of insulin and glargin. As part of the current review, the reviewing group, before the matter is finalized.",,0.12,,,0,0,0,0.0,0.0,0.0,,,en
nlu_0110_06,S0110,train,medical,"The available evidence was considered before deciding how to address the current status of migraine with aura; in the current round of review, the assigned professional, after the latest information was reviewed.",migraine with aura,1,1,1,migraine with aura,1,0.0,"The available evidence was considered before deciding how to address the current status of migraine with aura. In the current round of review, the assigned professional, after the latest information was reviewed.","The available evidence was considered before deciding how to address the current status of migraine before. In the current round of review, the assigned professional, after the latest information was reviewed.",0.0625,0.09375,0.6666666666666666,0,0,1,0.0,0.0,0.0,,,en
nlu_0542_04,S0542,train,general,"I wanted to ask about reschedule an appointment, particularly after the latest information became available, the reviewing group, while comparing the available options.",particularly; appointment; reschedule; wanted,4,4,0,,4,,"I wanted to ask about reschedule and appointment, particularly after the latest information became available, the reviewing group, while comparing the available options.",,0.043478260869565216,,1.0,0,0,4,0.0,0.0,0.0,,,en
nlu_0013_02,S0013,train,medical,"The team is evaluating irregularly irregular rhythm in the context of ventricular response, with particular attention to the reported issue; in the current round of review, the relevant team, before the matter is finalized. The record specifically references irregularly irregular rhythm.",ventricular; irregularly; irregular; rhythm,4,4,0,,4,,"The team is evaluating irregularly irregular rhythm in the context of ventricular response, with particular attention to the reported issue. In the current round of review, the relevant team, before the matter, is finalized. The record specifically references irregularly irregular rhythm.",,0.07317073170731707,,1.0,0,0,4,0.0,0.0,0.0,,,en
nlu_0557_06,S0557,train,general,"I am trying to request contact information, and this is after the latest information became available, the case team, while considering the current evidence.",contact; trying,2,2,0,,2,,"I am trying to request contact information, and this is after the latest information became available, the case team, while considering the current evidence.",,0.0,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0062_02,S0062,train,medical,"The team is evaluating ventricular tachycardia in the context of ventricular rate, with particular attention to the reported issue; in the current round of review, the reviewing group, after the latest information was reviewed. The record specifically references ventricular tachycardia.",ventricular tachycardia,1,1,0,,1,,"The team is evaluating ventricular tachycardia in the context of ventricular rate, with particular attention to the reported issue. In the current round of review, the reviewing group, after the latest information, was reviewed. The record specifically references ventricular tachycardia.",,0.075,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0483_05,S0483,train,technology,"The specialist discussed the documented issue involving embedding during the latest record; at the next decision point, the technical or professional team, after the latest information was reviewed. The record specifically references vector database.",vector database; embedding,2,2,0,,2,,"The specialist discussed the documented issue involving embedding during the latest record. At the next decision point, the technical or professional team after the latest information was reviewed. The record specifically references vector database.",,0.08823529411764706,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0195_02,S0195,train,finance,"The team is evaluating KYC in the context of identity verification, with particular attention to the reported issue; during the ongoing evaluation, the responsible specialist, before the matter is finalized. The record specifically references KYC.",verification; identity,2,2,0,,2,,"The team is evaluating KYC in the context of identity verification, with particular attention to the reported issue. During the ongoing evaluation, the responsible specialist, before the matter is finalized. The record specifically references KYC.",,0.05714285714285714,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0042_09,S0042,train,medical,"The professional handling the matter is reviewing the effect of left ventricular function on the overall situation and the associated observed changes; during the ongoing evaluation, the reviewing group, while considering the current evidence.",ventricular; function,2,2,0,,2,,"The professional handling the matter is reviewing the effect of left ventricular function on the overall situation and the associated observed changes. During the ongoing evaluation, the reviewing group, while considering the current evidence.",,0.058823529411764705,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0226_03,S0226,unseen,finance,"The current available evidence requires further monitoring, especially in relation to the relationship between loan-to-value ratio and collateral value; following the previous discussion, the case team, before the matter is finalized. The discussion also considers collateral value.",loan-to-value ratio; collateral,2,1,0,,1,,"The current available evidence requires further monitoring, especially in relation to the relationship between loan-to-value ratio and collateral value. Following the previous discussion, the case team, before the matter is finalized. The discussion also considers collateral value.",,0.05405405405405406,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0136_01,S0136,train,medical,"The current findings was reviewed in relation to metformin and type 2 diabetes, during the ongoing evaluation, the case team, after the latest information was reviewed.",metformin; diabetes,2,2,0,,2,,"The current findings was reviewed in relation to Metformin and Type 2 diabetes. During the ongoing evaluation, the case team, after the latest information was reviewed.",,0.15384615384615385,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0231_04,S0231,train,finance,"A detailed incident was requested concerning the implications of non-performing asset; at the next decision point, the case team, while considering the current evidence.",non-performing asset,1,0,0,,0,,"A detailed incident was requested concerning the implications of non-performing asset. At the next decision point, the case team, while considering the current evidence.",,0.08333333333333333,,,0,0,0,0.0,0.0,0.0,,,en
nlu_0544_04,S0544,train,general,"I wanted to ask about check store opening, particularly in the current round of review, the current reviewer, while comparing the available options.",particularly; opening; wanted,3,3,0,,3,,"I wanted to ask about check store opening, particularly in the current round of review. The current reviewer, while comparing the available options.",,0.08695652173913043,,1.0,0,0,3,0.0,0.0,0.0,,,en
nlu_0426_09,S0426,train,legal,"The professional handling the matter is reviewing the effect of procedural rule on the overall situation and the associated observed changes; at the next decision point, the assigned professional, while comparing the available options.",procedural,1,1,0,,1,,"The professional handling the matter is reviewing the effect of procedural rule on the overall situation and the associated observed changes. At the next decision point, the assigned professional, while comparing the available options.",,0.058823529411764705,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0198_09,S0198,validation,finance,"The professional handling the matter is reviewing the effect of anti-money laundering on the overall situation and the associated observed changes; after the latest information became available, the decision-making group, during the present round of discussion.",laundering; anti-money,2,2,1,anti-money,2,3.0,"The professional handling the matter is reviewing the effect of anti-money, laundering on the overall situation, and the associated observed changes. After the latest information became available, the decision-making group, during the present round of discussion.","The professional handling the matter is reviewing the effect of antimony, laundering on the overall situation, and the associated observed changes. After the latest information became available, the decision-making group, during the present round of discussion.",0.1111111111111111,0.1111111111111111,0.5,1,0,1,1.0,0.5,0.0,,,en
nlu_0448_10,S0448,train,technology,"Further authorization is needed before a final decision is made about the decision surrounding pod; during the latest review, the reviewing organization, before the next decision. The record specifically references Kubernetes.",kubernetes,1,1,0,,1,,"Further authorization is needed before a final decision is made about the decision surrounding pod. During the latest review, the reviewing organization before the next decision. The record specifically references Kubernetes.",,0.0967741935483871,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0131_03,S0131,train,medical,"The current available evidence requires further account, especially in relation to the relationship between metformin and type 2 diabetes; in the current round of review, the assigned professional, during the present round of discussion. The discussion also considers type 2 diabetes.",metformin; diabetes,2,2,0,,2,,"The current available evidence requires further account, especially in relation to the relationship between metformin and type 2 diabetes. In the current round of review, the assigned professional during the present round of discussion. The discussion also considers type 2 diabetes.",,0.07317073170731707,,1.0,0,0,2,0.0,0.0,0.0,,,en
nlu_0306_06,S0306,validation,finance,"The available evidence was considered before deciding how to address the current status of derivative hedge; following the previous discussion, the reviewing group, after the latest information was reviewed.",derivative hedge,1,1,1,derivative hedge,1,0.0,"The available evidence was considered before deciding how to address the current status of derivative hedge. Following the previous discussion, the reviewing group, after the latest information was reviewed.","The available evidence was considered before deciding how to address the current status of derivative cash. Following the previous discussion, the reviewing group, after the latest information was reviewed.",0.06896551724137931,0.06896551724137931,0.5,0,0,1,0.0,0.0,0.0,,,en
nlu_0025_09,S0025,validation,medical,"The professional handling the matter is reviewing the effect of electrocardiographic changes on the overall situation and the associated observed changes; during the most recent assessment, the decision-making group, after the latest information was reviewed.",electrocardiographic,1,1,0,,1,,"The professional handling the matter is reviewing the effect of electrocardiographic changes on the overall situation and the associated observed changes. During the most recent assessment, the decision-making group, after the latest information was reviewed.",,0.05714285714285714,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0140_08,S0140,train,medical,"The case involves the reported concern involving insulin glargine, and the relevant relevant records is being assessed; during the most recent assessment, the technical or professional team, during the present round of discussion. The record specifically references insulin glargine.",insulin glargine,1,0,0,,0,,"The case involves the reported concern involving insulin glargin and the relevant relevant records is being assessed during the most recent assessment, the technical or professional team during the present round of discussion. The record specifically references insulin glargin.",,0.10256410256410256,,,0,0,0,0.0,0.0,0.0,,,en
nlu_0403_09,S0403,train,legal,"The professional handling the matter is reviewing the effect of document production on the overall situation and the associated observed changes; as part of the current review, the responsible specialist, during the present round of discussion.",production,1,1,0,,1,,"The professional handling the matter is reviewing the effect of document production on the overall situation and the associated observed changes. As part of the current review, the responsible specialist during the present round of discussion.",,0.08333333333333333,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0045_08,S0045,unseen,medical,"The case involves the reported concern involving echocardiography, and the relevant relevant records is being assessed; during the most recent assessment, the responsible specialist, before the matter is finalized. The record specifically references echocardiography.",echocardiography,1,1,0,,1,,"The case involves the reported concern involving echocardiography and the relevant relevant records is being assessed. During the most recent assessment, the responsible specialist, before the matter is finalized. The record specifically references echocardiography.",,0.08823529411764706,,1.0,0,0,1,0.0,0.0,0.0,,,en
nlu_0143_06,S0143,unseen,medical,"The available evidence was considered before deciding how to address the current status of insulin glargine; at the next decision point, the responsible specialist, during the present round of discussion.",insulin glargine,1,0,0,,0,,"The available evidence was considered before deciding how to address the current status of insulin-glargin. At the next decision point, the responsible specialist during the present round of discussion.",,0.13333333333333333,,,0,0,0,0.0,0.0,0.0,,,en
