sample_id,scenario_id,split,domain,reference_transcript,controlled_transcript,error_injected,error_type,source_term,replacement_term,replacement_similarity,error_location,controlled_S,controlled_D,controlled_I,controlled_N,controlled_WER,transcript_changed
nlu_0434_10,S0434,train,legal,"Further case is needed before a final decision is made about the decision surrounding venue; after the latest information became available, the decision-making group, after the latest information was reviewed. The record specifically references jurisdiction.","Further case is needed before a final decision is made about the decision surrounding venue; after the latest information became available, the decision-making group, after the latest information was reviewed. The record specifically references production.",1,domain_term_phonetic_semantic_substitution,jurisdiction,production,0.5755244755244755,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0445_07,S0445,train,technology,"The latest screening focused on the evidence related to image; after the recent update, the current reviewer, after the latest information was reviewed. The discussion also considers container.","The latest screening focused on the evidence related to image; after the recent update, the current reviewer, after the latest information was reviewed. The discussion also continuous container.",1,domain_term_phonetic_semantic_substitution,considers,continuous,0.5700956937799043,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0346_09,S0346,train,legal,"The professional handling the matter is reviewing the effect of contractual remedy on the overall situation and the associated observed changes; following the previous discussion, the relevant team, while comparing the available options.","The professional handling the matter is reviewing the effect of contract remedy on the overall situation and the associated observed changes; following the previous discussion, the relevant team, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,contractual,contract,0.9062753036437247,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0354_06,S0354,train,legal,"The available evidence was considered before deciding how to address the current status of material breach; after the recent update, the relevant team, during the present round of discussion.","The available evidence was confidential before deciding how to address the current status of material breach; after the recent update, the relevant team, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,considered,confidential,0.5716783216783217,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0026_03,S0026,unseen,medical,"The current available evidence requires further monitoring, especially in relation to the relationship between ST-segment elevation and electrocardiographic changes; after the latest information became available, the reviewing organization, before the matter is finalized. The discussion also considers electrocardiographic changes.","The current available evidence requires further monitoring, especially in relation to the relationship between ST-segment elevation and electroencephalography changes; after the latest information became available, the reviewing organization, before the matter is finalized. The discussion also considers electrocardiographic changes.",1,domain_term_phonetic_semantic_substitution,electrocardiographic,electroencephalography,0.7461538461538462,single_domain_term,1,0,0,40,0.025,1
nlu_0036_01,S0036,train,medical,"The current findings was reviewed in relation to troponin and cardiac biomarker, after the latest information became available, the responsible specialist, before the matter is finalized.","The current findings was reviewed in relation to troponin and cardiac biomarker, after the latest information became available, the resting specialist, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,responsible,resting,0.5555555555555556,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0276_09,S0276,validation,finance,"The professional handling the matter is reviewing the effect of discounted cash flow on the overall situation and the associated observed changes; as part of the current review, the decision-making group, before the next decision.","The professional handling the matter is reviewing the effect of diversification cash flow on the overall situation and the associated observed changes; as part of the current review, the decision-making group, before the next decision.",1,domain_term_phonetic_semantic_substitution,discounted,diversification,0.6037142857142856,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0456_03,S0456,train,technology,"The current available evidence requires further transfer, especially in relation to the relationship between OAuth 2.0 and authorization server; during the ongoing evaluation, the person handling the matter, while considering the current evidence. The discussion also considers authorization server.","The current available evidence requires further transfer, especially in relation to the relationship between OAuth 2.0 and automated server; during the ongoing evaluation, the person handling the matter, while considering the current evidence. The discussion also considers authorization server.",1,domain_term_phonetic_semantic_substitution,authorization,automated,0.5409090909090909,single_domain_term,1,0,0,40,0.025,1
nlu_0046_08,S0046,train,medical,"The case involves the reported concern involving echocardiography, and the relevant relevant records is being assessed; after the recent update, the case team, while comparing the available options. The record specifically references echocardiography.","The case involves the reported concern involving electrocardiographic, and the relevant relevant records is being assessed; after the recent update, the case team, while comparing the available options. The record specifically references echocardiography.",1,domain_term_phonetic_semantic_substitution,echocardiography,electrocardiographic,0.6358585858585859,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0585_05,S0585,train,general,"Can you tell me how to ask for directions, given at the next decision point, the decision-making group, while comparing the available options?","Can you tell me how to ask for location, given at the next decision point, the decision-making group, while comparing the available options?",1,domain_term_phonetic_semantic_substitution,directions,location,0.49444444444444446,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0048_10,S0048,train,medical,"Further authorization is needed before a final decision is made about the decision surrounding ejection fraction; as part of the current review, the case team, before the matter is finalized. The record specifically references echocardiography.","Further authorization is needed before a final decision is made about the decision surrounding ejection fraction; as part of the current review, the case team, before the matter is finalized. The record specifically references electrocardiographic.",1,domain_term_phonetic_semantic_substitution,echocardiography,electrocardiographic,0.6358585858585859,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0112_05,S0112,train,medical,"The specialist discussed the documented issue involving visual aura during the latest validation; in the current round of review, the technical or professional team, during the present round of discussion. The record specifically references migraine with aura.","The specialist discussed the documented issue involving visual aura during the latest validation; in the current round of review, the technical or professional team, during the present round of discussion. The record specifically warfarin migraine with aura.",1,domain_term_phonetic_semantic_substitution,references,warfarin,0.5191919191919192,single_domain_term,1,0,0,37,0.02702702702702703,1
nlu_0080_09,S0080,train,medical,"The professional handling the matter is reviewing the effect of cerebral infarction on the overall situation and the associated observed changes; following the previous discussion, the assigned professional, while considering the current evidence.","The professional handling the matter is reviewing the effect of cerebral infarction on the overall situation and the activated observed changes; following the previous discussion, the assigned professional, while considering the current evidence.",1,domain_term_phonetic_semantic_substitution,associated,activated,0.5912280701754385,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0423_02,S0423,train,legal,"The team is evaluating summary judgment in the context of court, with particular attention to the reported issue; after the recent update, the relevant team, after the latest information was reviewed. The record specifically references summary judgment.","The team is evaluating summary judgment in the context of court, with particular attention to the reported issue; after the recent update, the relevant team, after the latest information was reviewed. The record specifically representations summary judgment.",1,domain_term_phonetic_semantic_substitution,references,representations,0.6037142857142856,single_domain_term,1,0,0,37,0.02702702702702703,1
nlu_0268_04,S0268,train,finance,"A detailed screening was requested concerning the implications of portfolio allocation; after the recent update, the reviewing group, while comparing the available options.","A detailed screening was requested concerning the valuation of portfolio allocation; after the recent update, the reviewing group, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,implications,valuation,0.47272727272727266,single_domain_term,1,0,0,23,0.043478260869565216,1
nlu_0310_06,S0310,train,finance,"The available evidence was considered before deciding how to address the current status of yield curve; as part of the current review, the reviewing organization, before the matter is finalized.","The available evidence was considered before deciding how to address the current status of yield curve; as part of the current review, the reviewing transaction, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,organization,transaction,0.5511705685618729,single_domain_term,1,0,0,30,0.03333333333333333,1
nlu_0003_07,S0003,train,medical,"The latest adjustment focused on the evidence related to coronary occlusion; during the ongoing evaluation, the responsible specialist, after the latest information was reviewed. The discussion also considers ST-segment elevation.","The latest adjustment focused on the evidence related to coronary occlusion; during the ongoing evaluation, the resting specialist, after the latest information was reviewed. The discussion also considers ST-segment elevation.",1,domain_term_phonetic_semantic_substitution,responsible,resting,0.5555555555555556,single_domain_term,1,0,0,31,0.03225806451612903,1
nlu_0308_06,S0308,train,finance,"The available evidence was considered before deciding how to address the current status of yield curve; in the current round of review, the reviewing group, while comparing the available options.","The available evidence was credit before deciding how to address the current status of yield curve; in the current round of review, the reviewing group, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,considered,credit,0.475,single_domain_term,1,0,0,30,0.03333333333333333,1
nlu_0276_01,S0276,validation,finance,"The current findings was reviewed in relation to equity valuation and discounted cash flow, as part of the current review, the decision-making group, before the next decision.","The current findings was reviewed in relation to equity valuation and diversification cash flow, as part of the current review, the decision-making group, before the next decision.",1,domain_term_phonetic_semantic_substitution,discounted,diversification,0.6037142857142856,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0328_01,S0328,validation,legal,"The current findings was reviewed in relation to force majeure and contract performance, in the current round of review, the case team, during the present round of discussion.","The current findings was reviewed in relation to force majeure and contract period, in the current round of review, the case team, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,performance,period,0.5147058823529412,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0175_08,S0175,validation,medical,"The case involves the reported concern involving atorvastatin, and the relevant relevant records is being assessed; following the previous discussion, the responsible specialist, while comparing the available options. The record specifically references atorvastatin.","The case involves the reported concern involving atherosclerotic, and the relevant relevant records is being assessed; following the previous discussion, the responsible specialist, while comparing the available options. The record specifically references atorvastatin.",1,domain_term_phonetic_semantic_substitution,atorvastatin,atherosclerotic,0.5722222222222222,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0129_08,S0129,validation,medical,"The case involves the reported concern involving metformin, and the relevant relevant records is being assessed; after the recent update, the reviewing organization, during the present round of discussion. The record specifically references metformin.","The case involves the reported concern involving metformin, and the relevant relevant records is being assessed; after the recent update, the reviewing catheterization, during the present round of discussion. The record specifically references metformin.",1,domain_term_phonetic_semantic_substitution,organization,catheterization,0.49312169312169307,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0129_02,S0129,validation,medical,"The team is evaluating metformin in the context of glycemic control, with particular attention to the reported issue; after the recent update, the reviewing organization, during the present round of discussion. The record specifically references metformin.","The team is evaluating metformin in the context of glycemic control, with particular attention to the reported issue; after the recent update, the reviewing catheterization, during the present round of discussion. The record specifically references metformin.",1,domain_term_phonetic_semantic_substitution,organization,catheterization,0.49312169312169307,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0494_05,S0494,train,technology,"The specialist discussed the documented issue involving continuous integration during the latest transfer; after the latest information became available, the case team, after the latest information was reviewed. The record specifically references CI/CD pipeline.","The specialist discussed the documented issue involving continuous orchestration during the latest transfer; after the latest information became available, the case team, after the latest information was reviewed. The record specifically references CI/CD pipeline.",1,domain_term_phonetic_semantic_substitution,integration,orchestration,0.48988095238095236,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0262_10,S0262,train,finance,"Further screening is needed before a final decision is made about the decision surrounding asset weights; as part of the current review, the reviewing organization, while considering the current evidence. The record specifically references portfolio allocation.","Further screening is needed before a final decision is made about the decision surrounding asset weights; as part of the current review, the reviewing transaction, while considering the current evidence. The record specifically references portfolio allocation.",1,domain_term_phonetic_semantic_substitution,organization,transaction,0.5511705685618729,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0207_04,S0207,train,finance,"A detailed strategy was requested concerning the implications of deposit account; at the next decision point, the reviewing organization, before the next decision.","A detailed strategy was requested concerning the implications of deposit account; at the next decision point, the reviewing transaction, before the next decision.",1,domain_term_phonetic_semantic_substitution,organization,transaction,0.5511705685618729,single_domain_term,1,0,0,23,0.043478260869565216,1
nlu_0220_02,S0220,validation,finance,"The team is evaluating mortgage underwriting in the context of debt-to-income, with particular attention to the reported issue; during the most recent assessment, the responsible specialist, while comparing the available options. The record specifically references mortgage underwriting.","The team is evaluating mortgage underlying in the context of debt-to-income, with particular attention to the reported issue; during the most recent assessment, the responsible specialist, while comparing the available options. The record specifically references mortgage underwriting.",1,domain_term_phonetic_semantic_substitution,underwriting,underlying,0.7378787878787879,single_domain_term,1,0,0,39,0.02564102564102564,1
nlu_0465_10,S0465,unseen,technology,"Further incident is needed before a final decision is made about the decision surrounding request; after the latest information became available, the current reviewer, while considering the current evidence. The record specifically references REST API.","Further incident is needed before a final decision is made about the decision surrounding request; after the latest information became available, the current server, while considering the current evidence. The record specifically references REST API.",1,domain_term_phonetic_semantic_substitution,reviewer,server,0.475,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0516_05,S0516,validation,general,"Can you tell me how to check a booking, given after the latest information became available, the technical or professional team, while considering the current evidence?","Can you tell me how to check a opening, given after the latest information became available, the technical or professional team, while considering the current evidence?",1,domain_term_phonetic_semantic_substitution,booking,opening,0.48571428571428565,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0472_08,S0472,validation,technology,"The case involves the reported concern involving PostgreSQL, and the relevant relevant records is being assessed; after the latest information became available, the responsible specialist, while considering the current evidence. The record specifically references PostgreSQL.","The case involves the reported concern involving PostgreSQL, and the relevant relevant records is being assessed; after the latest information became available, the specialist, while considering the current evidence. The record specifically references PostgreSQL.",1,domain_term_deletion,responsible,,,single_domain_term,0,1,0,35,0.02857142857142857,1
nlu_0196_02,S0196,validation,finance,"The team is evaluating KYC in the context of identity verification, with particular attention to the reported issue; during the latest review, the responsible specialist, before the matter is finalized. The record specifically references KYC.","The team is evaluating KYC in the context of identity diversification, with particular attention to the reported issue; during the latest review, the responsible specialist, before the matter is finalized. The record specifically references KYC.",1,domain_term_phonetic_semantic_substitution,verification,diversification,0.7396825396825396,single_domain_term,1,0,0,35,0.02857142857142857,1
nlu_0458_09,S0458,train,technology,"The professional handling the matter is reviewing the effect of authorization server on the overall situation and the associated observed changes; following the previous discussion, the person handling the matter, during the present round of discussion.","The professional handling the matter is reviewing the effect of automated server on the overall situation and the associated observed changes; following the previous discussion, the person handling the matter, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,authorization,automated,0.5409090909090909,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0292_08,S0292,train,finance,"The case involves the reported concern involving capital gains, and the relevant relevant records is being assessed; during the most recent assessment, the decision-making group, while comparing the available options. The record specifically references capital gains.","The case involves the reported concern involving capital gains, and the relevant relevant records is being assessed; during the most recent assessment, the deposit-making group, while comparing the available options. The record specifically references capital gains.",1,domain_term_phonetic_semantic_substitution,decision,deposit,0.5866666666666667,single_domain_term,1,0,0,37,0.02702702702702703,1
nlu_0494_06,S0494,train,technology,"The available evidence was considered before deciding how to address the current status of CI/CD pipeline; after the latest information became available, the case team, after the latest information was reviewed.","The available evidence was container before deciding how to address the current status of CI/CD pipeline; after the latest information became available, the case team, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,considered,container,0.64377990430622,single_domain_term,1,0,0,32,0.03125,1
nlu_0061_08,S0061,train,medical,"The case involves the reported concern involving ventricular tachycardia, and the relevant relevant records is being assessed; as part of the current review, the assigned professional, while comparing the available options. The record specifically references ventricular tachycardia.","The case involves the reported concern involving control tachycardia, and the relevant relevant records is being assessed; as part of the current review, the assigned professional, while comparing the available options. The record specifically references ventricular tachycardia.",1,domain_term_phonetic_semantic_substitution,ventricular,control,0.4888888888888888,single_domain_term,1,0,0,37,0.02702702702702703,1
nlu_0410_04,S0410,train,legal,"A detailed account was requested concerning the implications of motion to dismiss; at the current stage, the relevant team, before the matter is finalized.","A detailed account was requested concerning the indemnification of motion to dismiss; at the current stage, the relevant team, before the matter is finalized.",1,domain_term_phonetic_semantic_substitution,implications,indemnification,0.5,single_domain_term,1,0,0,24,0.041666666666666664,1
nlu_0481_04,S0481,train,technology,"A detailed report was requested concerning the implications of vector database; following the previous discussion, the reviewing group, while considering the current evidence.","A detailed report was requested concerning the continuous of vector database; following the previous discussion, the reviewing group, while considering the current evidence.",1,domain_term_phonetic_semantic_substitution,implications,continuous,0.49242424242424243,single_domain_term,1,0,0,23,0.043478260869565216,1
nlu_0341_05,S0341,train,legal,"The specialist discussed the documented issue involving jurisdiction during the latest risk; as part of the current review, the current reviewer, during the present round of discussion. The record specifically references governing law.","The specialist discussed the documented issue involving production during the latest risk; as part of the current review, the current reviewer, during the present round of discussion. The record specifically references governing law.",1,domain_term_phonetic_semantic_substitution,jurisdiction,production,0.5755244755244755,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0586_07,S0586,unseen,general,"I would like to check train status; the situation is following the previous discussion, the reviewing organization, during the present round of discussion.","I would like to check train status; the reservation is following the previous discussion, the reviewing organization, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,situation,reservation,0.5433333333333333,single_domain_term,1,0,0,23,0.043478260869565216,1
nlu_0395_02,S0395,train,legal,"The team is evaluating deposition in the context of sworn statement, with particular attention to the reported issue; after the latest information became available, the relevant team, before the matter is finalized. The record specifically references deposition.","The team is evaluating deposition in the context of sworn statement, with particular attention to the reported issue; after the latest information became available, the relevant team, before the matter is finalized. The record specifically representations deposition.",1,domain_term_phonetic_semantic_substitution,references,representations,0.6037142857142856,single_domain_term,1,0,0,37,0.02702702702702703,1
nlu_0486_03,S0486,validation,technology,"The current available evidence requires further monitoring, especially in relation to the relationship between vector database and embedding; in the current round of review, the current reviewer, after the latest information was reviewed. The discussion also considers embedding.","The current available evidence requires further container, especially in relation to the relationship between vector database and embedding; in the current round of review, the current reviewer, after the latest information was reviewed. The discussion also considers embedding.",1,domain_term_phonetic_semantic_substitution,monitoring,container,0.4569377990430622,single_domain_term,1,0,0,38,0.02631578947368421,1
nlu_0590_04,S0590,unseen,general,"I wanted to ask about send a document, particularly during the latest review, the current reviewer, after the latest information was reviewed.","I wanted to ask about send a document, particularly during the latest review, the current reviewer, after the latest information was reminder.",1,domain_term_phonetic_semantic_substitution,reviewed,reminder,0.5472222222222222,single_domain_term,1,0,0,22,0.045454545454545456,1
nlu_0451_07,S0451,validation,technology,"The latest authorization focused on the evidence related to pod; after the latest information became available, the current reviewer, before the next decision. The discussion also considers container orchestration.","The latest automated focused on the evidence related to pod; after the latest information became available, the current reviewer, before the next decision. The discussion also considers container orchestration.",1,domain_term_phonetic_semantic_substitution,authorization,automated,0.5409090909090909,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0021_04,S0021,train,medical,"A detailed report was requested concerning the implications of coronary artery disease; in the current round of review, the reviewing organization, while comparing the available options.","A detailed report was requested concerning the implications of coronary artery disease; in the current round of review, the reviewing catheterization, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,organization,catheterization,0.49312169312169307,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0034_10,S0034,train,medical,"Further case is needed before a final decision is made about the decision surrounding myocardial injury; during the most recent assessment, the reviewing group, while comparing the available options. The record specifically references troponin.","Further case is needed before a final decision is made about the decision surrounding myocardial injury; during the most recent assessment, the reviewing group, while comparing the available options. The record specifically warfarin troponin.",1,domain_term_phonetic_semantic_substitution,references,warfarin,0.5191919191919192,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0084_08,S0084,train,medical,"The case involves the reported concern involving cerebral infarction, and the relevant relevant records is being assessed; in the current round of review, the responsible specialist, after the latest information was reviewed. The record specifically references cerebral infarction.","The case involves the reported concern involving cerebral infarction, and the relevant relevant records is being assessed; in the current round of review, the resting specialist, after the latest information was reviewed. The record specifically references cerebral infarction.",1,domain_term_phonetic_semantic_substitution,responsible,resting,0.5555555555555556,single_domain_term,1,0,0,38,0.02631578947368421,1
nlu_0436_10,S0436,train,legal,"Further risk is needed before a final decision is made about the decision surrounding venue; at the current stage, the assigned professional, during the present round of discussion. The record specifically references jurisdiction.","Further risk is needed before a final decision is made about the decision surrounding venue; at the current stage, the assigned professional, during the present round of discussion. The record specifically references production.",1,domain_term_phonetic_semantic_substitution,jurisdiction,production,0.5755244755244755,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0039_08,S0039,train,medical,"The case involves the reported concern involving troponin, and the relevant relevant records is being assessed; during the ongoing evaluation, the case team, before the next decision. The record specifically references troponin.","The case involves the reported concern involving troponin, and the relevant relevant records is being assessed; during the ongoing evaluation, the case team, before the next decision. The record specifically warfarin troponin.",1,domain_term_phonetic_semantic_substitution,references,warfarin,0.5191919191919192,single_domain_term,1,0,0,32,0.03125,1
nlu_0416_03,S0416,train,legal,"The current available evidence requires further transfer, especially in relation to the relationship between motion to dismiss and complaint; during the most recent assessment, the responsible specialist, after the latest information was reviewed. The discussion also considers complaint.","The current available evidence requires further transfer, especially in relation to the relationship between motion to dismiss and complaint; during the most recent assessment, the representations specialist, after the latest information was reviewed. The discussion also considers complaint.",1,domain_term_phonetic_semantic_substitution,responsible,representations,0.5782051282051283,single_domain_term,1,0,0,38,0.02631578947368421,1
nlu_0483_03,S0483,train,technology,"The current available evidence requires further risk, especially in relation to the relationship between vector database and embedding; at the next decision point, the technical or professional team, after the latest information was reviewed. The discussion also considers embedding.","The current available evidence requires further risk, especially in relation to the relationship between vector database and embedding; at the next decision point, the technical or professional team, after the latest information was reviewed. The discussion also container embedding.",1,domain_term_phonetic_semantic_substitution,considers,container,0.656060606060606,single_domain_term,1,0,0,39,0.02564102564102564,1
nlu_0258_07,S0258,train,finance,"The latest report focused on the evidence related to fixed income; during the latest review, the decision-making group, while comparing the available options. The discussion also considers equities.","The latest report focused on the evidence related to fixed income; during the latest review, the decision-making group, while comparing the available options. The discussion also collateral equities.",1,domain_term_phonetic_semantic_substitution,considers,collateral,0.4791866028708134,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0379_04,S0379,train,legal,"A detailed analysis was requested concerning the implications of plaintiff; during the ongoing evaluation, the reviewing organization, while comparing the available options.","A detailed analysis was requested concerning the implications of plaintiff; during the ongoing evaluation, the reviewing termination, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,organization,termination,0.5463768115942029,single_domain_term,1,0,0,22,0.045454545454545456,1
nlu_0303_04,S0303,train,finance,"A detailed exposure was requested concerning the implications of derivative hedge; after the latest information became available, the technical or professional team, after the latest information was reviewed.","A detailed exposure was requested concerning the allocation of derivative hedge; after the latest information became available, the technical or professional team, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,implications,allocation,0.5863636363636364,single_domain_term,1,0,0,28,0.03571428571428571,1
nlu_0343_07,S0343,train,legal,"The latest adjustment focused on the evidence related to contract interpretation; during the ongoing evaluation, the reviewing organization, during the present round of discussion. The discussion also considers jurisdiction.","The latest adjustment focused on the evidence related to contract interrogatories; during the ongoing evaluation, the reviewing organization, during the present round of discussion. The discussion also considers jurisdiction.",1,domain_term_phonetic_semantic_substitution,interpretation,interrogatories,0.6529556650246305,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0339_04,S0339,train,legal,"A detailed analysis was requested concerning the implications of governing law; during the latest review, the person handling the matter, after the latest information was reviewed.","A detailed analysis was requested concerning the indemnification of governing law; during the latest review, the person handling the matter, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,implications,indemnification,0.5,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0467_06,S0467,train,technology,"The available evidence was considered before deciding how to address the current status of REST API; after the latest information became available, the case team, before the next decision.","The available evidence was container before deciding how to address the current status of REST API; after the latest information became available, the case team, before the next decision.",1,domain_term_phonetic_semantic_substitution,considered,container,0.64377990430622,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0224_04,S0224,unseen,finance,"A detailed record was requested concerning the implications of loan-to-value ratio; at the current stage, the reviewing group, during the present round of discussion.","A detailed record was requested concerning the allocation of loan-to-value ratio; at the current stage, the reviewing group, during the present round of discussion.",1,domain_term_phonetic_semantic_substitution,implications,allocation,0.5863636363636364,single_domain_term,1,0,0,26,0.038461538461538464,1
nlu_0166_01,S0166,validation,medical,"The current findings was reviewed in relation to warfarin and anticoagulation, after the latest information became available, the current reviewer, while comparing the available options.","The current findings was reviewed in relation to warfarin and antibiotic, after the latest information became available, the current reviewer, while comparing the available options.",1,domain_term_phonetic_semantic_substitution,anticoagulation,antibiotic,0.596,single_domain_term,1,0,0,25,0.04,1
nlu_0325_08,S0325,train,legal,"The case involves the reported concern involving force majeure, and the relevant relevant records is being assessed; following the previous discussion, the reviewing organization, after the latest information was reviewed. The record specifically references force majeure.","The case involves the reported concern involving force majeure, and the relevant relevant records is being assessed; following the previous discussion, the reviewing termination, after the latest information was reviewed. The record specifically references force majeure.",1,domain_term_phonetic_semantic_substitution,organization,termination,0.5463768115942029,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0491_07,S0491,train,technology,"The latest authorization focused on the evidence related to token representation; during the latest review, the reviewing organization, after the latest information was reviewed. The discussion also considers attention.","The latest authorization focused on the evidence related to token relational; during the latest review, the reviewing organization, after the latest information was reviewed. The discussion also considers attention.",1,domain_term_phonetic_semantic_substitution,representation,relational,0.6041666666666666,single_domain_term,1,0,0,29,0.034482758620689655,1
nlu_0068_08,S0068,unseen,medical,"The case involves the reported concern involving Parkinson disease, and the relevant relevant records is being assessed; after the latest information became available, the assigned professional, before the next decision. The record specifically references Parkinson disease.","The case involves the reported concern involving Parkinson disease, and the relevant relevant records is being assessed; after the latest information became available, the assigned professional, before the next decision. The record specifically warfarin Parkinson disease.",1,domain_term_phonetic_semantic_substitution,references,warfarin,0.5191919191919192,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0387_02,S0387,validation,legal,"The team is evaluating defendant in the context of claim, with particular attention to the reported issue; following the previous discussion, the person handling the matter, while considering the current evidence. The record specifically references defendant.","The team is evaluating defendant in the context of claim, with particular attention to the reported issue; following the previous discussion, the person handling the matter, while considering the current evidence. The record specifically representations defendant.",1,domain_term_phonetic_semantic_substitution,references,representations,0.6037142857142856,single_domain_term,1,0,0,36,0.027777777777777776,1
nlu_0154_10,S0154,train,medical,"Further case is needed before a final decision is made about the decision surrounding infection; in the current round of review, the current reviewer, before the matter is finalized. The record specifically references azithromycin.","Further case is needed before a final decision is made about the decision surrounding infection; in the current round of review, the current reviewer, before the matter is finalized. The record specifically references hormone.",1,domain_term_phonetic_semantic_substitution,azithromycin,hormone,0.48070175438596485,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0192_07,S0192,validation,finance,"The latest transfer focused on the evidence related to identity verification; in the current round of review, the technical or professional team, before the next decision. The discussion also considers customer due diligence.","The latest transfer focused on the evidence related to identity diversification; in the current round of review, the technical or professional team, before the next decision. The discussion also considers customer due diligence.",1,domain_term_phonetic_semantic_substitution,verification,diversification,0.7396825396825396,single_domain_term,1,0,0,33,0.030303030303030304,1
nlu_0007_02,S0007,unseen,medical,"The team is evaluating myocardial ischemia in the context of coronary occlusion, with particular attention to the reported issue; after the recent update, the responsible specialist, during the present round of discussion. The record specifically references myocardial ischemia.","The team is evaluating myocardial ischemia in the context of coronary occlusion, with particular attention to the reported issue; after the recent update, the resting specialist, during the present round of discussion. The record specifically references myocardial ischemia.",1,domain_term_phonetic_semantic_substitution,responsible,resting,0.5555555555555556,single_domain_term,1,0,0,38,0.02631578947368421,1
nlu_0366_10,S0366,train,legal,"Further resolution is needed before a final decision is made about the decision surrounding warranty; after the latest information became available, the decision-making group, while comparing the available options. The record specifically references representations and warranties.","Further resolution is needed before a final decision is made about the decision surrounding warranty; after the latest information became available, the decision-making group, while comparing the available options. The record specifically references interpretation and warranties.",1,domain_term_phonetic_semantic_substitution,representations,interpretation,0.5747126436781609,single_domain_term,1,0,0,37,0.02702702702702703,1
nlu_0414_08,S0414,validation,legal,"The case involves the reported concern involving motion to dismiss, and the relevant relevant records is being assessed; in the current round of review, the relevant team, during the present round of discussion. The record specifically references motion to dismiss.","The case involves the reported concern involving motion to dismiss, and the relevant relevant records is being assessed; in the current round of review, the relevant team, during the present round of discussion. The record specifically representations motion to dismiss.",1,domain_term_phonetic_semantic_substitution,references,representations,0.6037142857142856,single_domain_term,1,0,0,40,0.025,1
nlu_0436_08,S0436,train,legal,"The case involves the reported concern involving jurisdiction, and the relevant relevant records is being assessed; at the current stage, the assigned professional, during the present round of discussion. The record specifically references jurisdiction.","The case involves the reported concern involving production, and the relevant relevant records is being assessed; at the current stage, the assigned professional, during the present round of discussion. The record specifically references jurisdiction.",1,domain_term_phonetic_semantic_substitution,jurisdiction,production,0.5755244755244755,single_domain_term,1,0,0,34,0.029411764705882353,1
nlu_0149_01,S0149,train,medical,"The current findings was reviewed in relation to amoxicillin and antibiotic, at the current stage, the responsible specialist, after the latest information was reviewed.","The current findings was reviewed in relation to amoxicillin and antibiotic, at the current stage, the resting specialist, after the latest information was reviewed.",1,domain_term_phonetic_semantic_substitution,responsible,resting,0.5555555555555556,single_domain_term,1,0,0,24,0.041666666666666664,1
