sample_id,scenario_id,split,paraphrase_id,transcript,domain_label,subdomain_label,topic_label,document_type_label,target_term,target_source,term_char_start,term_char_end,target_domain,noise_strategy,recommended_noise_type,recommended_snr_db,recommended_corruption_duration,keep_original_audio,note,target_terms,target_term_count,target_sources,target_selection_logic
nlu_0177_01,S0177,train,1,"The current findings was reviewed in relation to atorvastatin and statin, after the latest information became available, the relevant team, while comparing the available options.",medical,pharmacology,atorvastatin,medication reconciliation,atorvastatin,topic_label,49,61,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atorvastatin; statin,2,atorvastatin:topic; statin:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0305_10,S0305,train,10,"Further incident is needed before a final decision is made about the decision surrounding underlying exposure; during the ongoing evaluation, the decision-making group, before the next decision. The record specifically references derivative hedge.",finance,investment,derivative hedge,risk-return assessment,derivative hedge,topic_label,230,246,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,derivative hedge; underlying,2,derivative hedge:topic; underlying:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0187_10,S0187,train,10,"Further validation is needed before a final decision is made about the decision surrounding TSH; in the current round of review, the decision-making group, during the present round of discussion. The record specifically references levothyroxine.",medical,pharmacology,levothyroxine,dose adjustment,levothyroxine,topic_label,231,244,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,levothyroxine,1,levothyroxine:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0155_05,S0155,train,5,"The specialist discussed the documented issue involving macrolide antibiotic during the latest response; at the current stage, the technical or professional team, while considering the current evidence. The record specifically references azithromycin.",medical,pharmacology,azithromycin,prescription,azithromycin,topic_label,238,250,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,azithromycin; antibiotic; macrolide,3,azithromycin:topic; antibiotic:domain_lexical; macrolide:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0048_03,S0048,train,3,"The current available evidence requires further strategy, especially in relation to the relationship between echocardiography and left ventricular function; as part of the current review, the case team, before the matter is finalized. The discussion also considers left ventricular function.",medical,cardiology,echocardiography,cardiac imaging report,echocardiography,topic_label,109,125,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,echocardiography; ventricular; function,3,echocardiography:topic; ventricular:domain_lexical; function:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0524_10,S0524,train,10,"I need some information because I want to check store opening; as part of the current review, the assigned professional, before the matter is finalized.",general,NONE,NONE,NONE,store,domain_specific_lexical_fallback,48,53,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,opening; because,2,opening:domain_lexical; because:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0116_09,S0116,train,9,"The professional handling the matter is reviewing the effect of demyelinating lesion on the overall situation and the associated observed changes; at the current stage, the reviewing group, after the latest information was reviewed.",medical,neurology,multiple sclerosis,MRI brain report,demyelinating,domain_specific_lexical_fallback,64,77,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,demyelinating; lesion,2,demyelinating:domain_lexical; lesion:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0014_03,S0014,train,3,"The current available evidence requires further validation, especially in relation to the relationship between irregularly irregular rhythm and atrial fibrillation; at the next decision point, the relevant team, before the next decision. The discussion also considers atrial fibrillation.",medical,cardiology,atrial fibrillation,ECG interpretation,atrial fibrillation,topic_label,144,163,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atrial fibrillation; irregularly; irregular; rhythm,4,atrial fibrillation:topic; irregularly:domain_lexical; irregular:domain_lexical; rhythm:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0154_07,S0154,train,7,"The latest assessment focused on the evidence related to infection; in the current round of review, the current reviewer, before the matter is finalized. The discussion also considers macrolide antibiotic.",medical,pharmacology,azithromycin,prescription,macrolide,domain_specific_lexical_fallback,184,193,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,antibiotic; infection; macrolide,3,antibiotic:domain_lexical; infection:domain_lexical; macrolide:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0249_09,S0249,train,9,"The professional handling the matter is reviewing the effect of benchmark rate on the overall situation and the associated observed changes; after the recent update, the responsible specialist, while considering the current evidence.",finance,banking,interest-rate reset,lending decision,benchmark,domain_specific_lexical_fallback,64,73,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,benchmark,1,benchmark:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0164_03,S0164,unseen,3,"The current available evidence requires further exposure, especially in relation to the relationship between warfarin and anticoagulation; following the previous discussion, the decision-making group, before the matter is finalized. The discussion also considers anticoagulation.",medical,pharmacology,warfarin,anticoagulation plan,warfarin,topic_label,109,117,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,anticoagulation; warfarin,2,anticoagulation:domain_lexical; warfarin:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0133_02,S0133,train,2,"The team is evaluating metformin in the context of glycemic control, with particular attention to the reported issue; during the ongoing evaluation, the assigned professional, before the matter is finalized. The record specifically references metformin.",medical,pharmacology,metformin,prescription,metformin,topic_label,23,32,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,metformin; glycemic; control,3,metformin:topic; glycemic:domain_lexical; control:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0543_08,S0543,train,8,"Is it possible to ask about a delivery, considering during the ongoing evaluation, the technical or professional team, after the latest information was reviewed?",general,NONE,NONE,NONE,delivery,domain_specific_lexical_fallback,30,38,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,possible,1,possible:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0119_09,S0119,train,9,"The professional handling the matter is reviewing the effect of demyelinating lesion on the overall situation and the associated observed changes; as part of the current review, the case team, before the next decision.",medical,neurology,multiple sclerosis,MRI brain report,demyelinating,domain_specific_lexical_fallback,64,77,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,demyelinating; lesion,2,demyelinating:domain_lexical; lesion:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0438_09,S0438,train,9,"The professional handling the matter is reviewing the effect of court authority on the overall situation and the associated observed changes; following the previous discussion, the responsible specialist, before the matter is finalized.",legal,litigation,jurisdiction,court case,authority,domain_specific_lexical_fallback,70,79,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,authority,1,authority:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0398_02,S0398,train,2,"The team is evaluating deposition in the context of sworn statement, with particular attention to the reported issue; in the current round of review, the relevant team, while comparing the available options. The record specifically references deposition.",legal,litigation,deposition,deposition record,deposition,topic_label,23,33,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,deposition; statement,2,deposition:topic; statement:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0482_07,S0482,train,7,"The latest monitoring focused on the evidence related to similarity search; following the previous discussion, the reviewing group, before the matter is finalized. The discussion also considers embedding.",technology,software_engineering,vector database,architecture review,monitoring,domain_specific_lexical_fallback,11,21,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,similarity; embedding; search,3,similarity:domain_lexical; embedding:domain_lexical; search:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0069_02,S0069,train,2,"The team is evaluating Parkinson disease in the context of resting tremor, with particular attention to the reported issue; at the current stage, the reviewing organization, after the latest information was reviewed. The record specifically references Parkinson disease.",medical,neurology,Parkinson disease,neurology consultation,Parkinson disease,topic_label,23,40,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,parkinson disease; resting; tremor,3,parkinson disease:topic; resting:domain_lexical; tremor:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0178_08,S0178,train,8,"The case involves the reported concern involving atorvastatin, and the relevant relevant records is being assessed; during the ongoing evaluation, the responsible specialist, while comparing the available options. The record specifically references atorvastatin.",medical,pharmacology,atorvastatin,medication reconciliation,atorvastatin,topic_label,49,61,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atorvastatin,1,atorvastatin:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0441_06,S0441,validation,6,"The available evidence was considered before deciding how to address the current status of Docker; as part of the current review, the responsible specialist, before the matter is finalized.",technology,software_engineering,Docker,architecture review,Docker,topic_label,91,97,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,docker,1,docker:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0461_01,S0461,train,1,"The current findings was reviewed in relation to OAuth 2.0 and authorization server, after the recent update, the current reviewer, before the next decision.",technology,software_engineering,OAuth 2.0,API specification,OAuth 2.0,topic_label,49,58,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,oauth; server,2,oauth:topic; server:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0457_03,S0457,train,3,"The current available evidence requires further response, especially in relation to the relationship between OAuth 2.0 and authorization server; during the latest review, the relevant team, while comparing the available options. The discussion also considers authorization server.",technology,software_engineering,OAuth 2.0,API specification,OAuth 2.0,topic_label,109,118,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,oauth; server,2,oauth:topic; server:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0291_03,S0291,train,3,"The current available evidence requires further account, especially in relation to the relationship between capital gains and realized return; as part of the current review, the technical or professional team, before the matter is finalized. The discussion also considers realized return.",finance,investment,capital gains,market analysis,capital gains,topic_label,108,121,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,capital gains; realized; return,3,capital gains:topic; realized:domain_lexical; return:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0569_07,S0569,train,7,"I would like to check the weather; the situation is as part of the current review, the technical or professional team, after the latest information was reviewed.",general,NONE,NONE,NONE,weather,domain_specific_lexical_fallback,26,33,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,weather,1,weather:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0356_02,S0356,train,2,"The team is evaluating material breach in the context of breach, with particular attention to the reported issue; during the most recent assessment, the reviewing organization, while comparing the available options. The record specifically references material breach.",legal,contracts,material breach,contract dispute,material breach,topic_label,23,38,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,material breach,1,material breach:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0565_03,S0565,train,3,"Please help me ask for directions; this is at the current stage, the decision-making group, while considering the current evidence.",general,NONE,NONE,NONE,directions,domain_specific_lexical_fallback,23,33,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,directions,1,directions:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0138_05,S0138,train,5,"The specialist discussed the documented issue involving basal insulin during the latest analysis; in the current round of review, the assigned professional, while comparing the available options. The record specifically references insulin glargine.",medical,pharmacology,insulin glargine,prescription,insulin glargine,topic_label,231,247,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,insulin glargine,1,insulin glargine:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0195_06,S0195,train,6,"The available evidence was considered before deciding how to address the current status of KYC; during the ongoing evaluation, the responsible specialist, before the matter is finalized.",finance,banking,KYC verification,KYC review,responsible,domain_specific_lexical_fallback,131,142,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,evaluation; finalized,2,evaluation:general_content; finalized:general_content,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0017_09,S0017,train,9,"The professional handling the matter is reviewing the effect of coronary stenosis on the overall situation and the associated observed changes; during the ongoing evaluation, the assigned professional, while comparing the available options.",medical,cardiology,coronary artery disease,cardiac imaging report,stenosis,domain_specific_lexical_fallback,73,81,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,coronary; stenosis,2,coronary:domain_lexical; stenosis:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0408_02,S0408,train,2,"The team is evaluating discovery in the context of interrogatories, with particular attention to the reported issue; during the most recent assessment, the relevant team, while considering the current evidence. The record specifically references discovery.",legal,litigation,discovery,litigation brief,discovery,topic_label,23,32,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,discovery; interrogatories,2,discovery:topic; interrogatories:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0475_08,S0475,train,8,"The case involves the reported concern involving PostgreSQL, and the relevant relevant records is being assessed; at the next decision point, the responsible specialist, before the matter is finalized. The record specifically references PostgreSQL.",technology,software_engineering,PostgreSQL,engineering ticket,PostgreSQL,topic_label,49,59,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,postgresql,1,postgresql:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0051_02,S0051,train,2,"The team is evaluating cardiac catheterization in the context of catheter-based assessment, with particular attention to the reported issue; during the ongoing evaluation, the reviewing group, during the present round of discussion. The record specifically references cardiac catheterization.",medical,cardiology,cardiac catheterization,cardiac imaging report,cardiac catheterization,topic_label,23,46,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,cardiac catheterization; catheter-based,2,cardiac catheterization:topic; catheter-based:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0181_04,S0181,train,4,"A detailed report was requested concerning the implications of atorvastatin; after the recent update, the reviewing organization, after the latest information was reviewed.",medical,pharmacology,atorvastatin,medication reconciliation,atorvastatin,topic_label,63,75,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,atorvastatin,1,atorvastatin:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0089_02,S0089,train,2,"The team is evaluating epilepsy in the context of electroencephalography, with particular attention to the reported issue; at the next decision point, the reviewing group, after the latest information was reviewed. The record specifically references epilepsy.",medical,neurology,epilepsy,EEG interpretation,epilepsy,topic_label,23,31,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,electroencephalography; epilepsy,2,electroencephalography:domain_lexical; epilepsy:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0071_07,S0071,validation,7,"The latest authorization focused on the evidence related to resting tremor; in the current round of review, the decision-making group, while considering the current evidence. The discussion also considers bradykinesia.",medical,neurology,Parkinson disease,neurology consultation,bradykinesia,domain_specific_lexical_fallback,205,217,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,bradykinesia; resting; tremor,3,bradykinesia:domain_lexical; resting:domain_lexical; tremor:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0337_07,S0337,train,7,"The latest case focused on the evidence related to losses; following the previous discussion, the case team, after the latest information was reviewed. The discussion also considers indemnity.",legal,contracts,indemnification clause,clause analysis,losses,domain_specific_lexical_fallback,51,57,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,indemnity; losses,2,indemnity:domain_lexical; losses:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0233_04,S0233,validation,4,"A detailed validation was requested concerning the implications of non-performing asset; at the current stage, the reviewing group, before the matter is finalized.",finance,banking,non-performing asset,banking case,non-performing asset,topic_label,67,87,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,non-performing asset,1,non-performing asset:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0290_04,S0290,train,4,"A detailed account was requested concerning the implications of capital gains; after the recent update, the decision-making group, during the present round of discussion.",finance,investment,capital gains,market analysis,capital gains,topic_label,64,77,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,capital gains,1,capital gains:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0382_07,S0382,validation,7,"The latest monitoring focused on the evidence related to civil action; after the recent update, the person handling the matter, before the matter is finalized. The discussion also considers claim.",legal,litigation,plaintiff,pleading,monitoring,domain_specific_lexical_fallback,11,21,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,action,1,action:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0256_10,S0256,train,10,"Further risk is needed before a final decision is made about the decision surrounding fixed income; during the ongoing evaluation, the assigned professional, while considering the current evidence. The record specifically references asset allocation.",finance,investment,asset allocation,investment memo,asset allocation,topic_label,233,249,finance,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,asset allocation; income,2,asset allocation:topic; income:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0024_01,S0024,train,1,"The current findings was reviewed in relation to coronary artery disease and coronary stenosis, at the next decision point, the relevant team, while comparing the available options.",medical,cardiology,coronary artery disease,cardiac imaging report,coronary artery disease,topic_label,49,72,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,coronary artery disease; stenosis,2,coronary artery disease:topic; stenosis:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0510_02,S0510,train,2,"Could you help me with send a document? This is after the latest information became available, the assigned professional, while considering the current evidence.",general,NONE,NONE,NONE,document,domain_specific_lexical_fallback,30,38,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,assigned; document,2,assigned:general_content; document:general_content,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0156_05,S0156,train,5,"The specialist discussed the documented issue involving macrolide antibiotic during the latest assessment; during the latest review, the technical or professional team, while considering the current evidence. The record specifically references azithromycin.",medical,pharmacology,azithromycin,prescription,azithromycin,topic_label,244,256,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,azithromycin; antibiotic; macrolide,3,azithromycin:topic; antibiotic:domain_lexical; macrolide:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0424_10,S0424,train,10,"Further account is needed before a final decision is made about the decision surrounding court; after the recent update, the decision-making group, while comparing the available options. The record specifically references summary judgment.",legal,litigation,summary judgment,case strategy,summary judgment,topic_label,222,238,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,summary judgment,1,summary judgment:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0510_05,S0510,train,5,"Can you tell me how to send a document, given after the latest information became available, the assigned professional, while considering the current evidence?",general,NONE,NONE,NONE,document,domain_specific_lexical_fallback,30,38,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,assigned; document,2,assigned:general_content; document:general_content,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0479_07,S0479,train,7,"The latest risk focused on the evidence related to similarity search; following the previous discussion, the reviewing organization, before the matter is finalized. The discussion also considers embedding.",technology,software_engineering,vector database,architecture review,similarity,domain_specific_lexical_fallback,51,61,technology,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,similarity; embedding; search,3,similarity:domain_lexical; embedding:domain_lexical; search:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0361_02,S0361,train,2,"The team is evaluating material breach in the context of breach, with particular attention to the reported issue; after the latest information became available, the reviewing organization, while comparing the available options. The record specifically references material breach.",legal,contracts,material breach,contract dispute,material breach,topic_label,23,38,legal,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,material breach,1,material breach:topic,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0522_08,S0522,validation,8,"Is it possible to reschedule an appointment, considering during the most recent assessment, the current reviewer, during the present round of discussion?",general,NONE,NONE,NONE,appointment,domain_specific_lexical_fallback,32,43,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,appointment; reschedule; possible,3,appointment:domain_lexical; reschedule:domain_lexical; possible:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0508_06,S0508,train,6,"I am trying to change a reservation, and this is during the most recent assessment, the current reviewer, before the matter is finalized.",general,NONE,NONE,NONE,reservation,domain_specific_lexical_fallback,24,35,general,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,reservation; trying; change,3,reservation:domain_lexical; trying:domain_lexical; change:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
nlu_0002_08,S0002,validation,8,"The case involves the reported concern involving myocardial ischemia, and the relevant relevant records is being assessed; in the current round of review, the reviewing organization, before the matter is finalized. The record specifically references myocardial ischemia.",medical,cardiology,acute myocardial infarction,chest-pain assessment,ischemia,domain_specific_lexical_fallback,60,68,medical,localized_audio_corruption,band_limited_noise_or_speech_shaped_noise,0 to 6 dB,"entire target term span, with 20-40 ms fade in/out",yes,Target term selected for localized acoustic corruption; actual ASR error must be measured after Whisper decoding.,myocardial; ischemia,2,myocardial:domain_lexical; ischemia:domain_lexical,topic/subdomain labels when lexically present + high domain-concentration terms; max 5
