sample_id,scenario_id,split,ground_truth,whisper_transcript,wer,is_error,avg_logprob,no_speech_prob,compression_ratio,temperature,language,S,D,I,N,domain_WER,domain_true,domain_pred,domain_correct,domain_TP,domain_FP,domain_FN,domain_precision,domain_recall,domain_S_total,domain_D_total,domain_I_total,domain_N_total,domain_WER_aggregate,domain_TP_total,domain_FP_total,domain_FN_total,domain_precision_aggregate,domain_recall_aggregate
nlu_0030_08,S0030,validation,"The case involves the reported concern involving ST-segment elevation, and the relevant relevant records is being assessed; during the latest review, the reviewing organization, before the matter is finalized. The record specifically references ST-segment elevation.","The case involves the reported concern involving ST segment elevation, and the relevant relevant records is being assessed. During the latest review, the reviewing organization, before the matter is finalized. The record specifically references ST segment elevation.",0.171428571428571,1,-0.309298588679387,0.0123179135844111,1.67295597484277,0,en,0,0,0,37,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0031_04,S0031,unseen,"A detailed incident was requested concerning the implications of ST-segment elevation; as part of the current review, the reviewing group, during the present round of discussion.","A detailed incident was requested concerning the implications of SD segment elevation. As part of the current review, the reviewing group during the present round of discussion.",0.192307692307692,1,-0.262649181910924,0.009861190803349,1.4047619047619,0,en,1,0,0,27,0.037037037037037,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0248_07,S0248,train,"The latest incident focused on the evidence related to loan pricing; during the most recent assessment, the assigned professional, while considering the current evidence. The discussion also considers benchmark rate.","The latest incident focused on the evidence related to loan pricing during the most recent assessment, the assigned professional, while considering the current evidence. The discussion also considers benchmark rate.",0.0333333333333333,1,-0.167148211063483,0.0046033971011638,1.54676258992806,0,en,0,0,0,30,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0238_08,S0238,train,"The case involves the reported concern involving credit risk, and the relevant relevant records is being assessed; after the latest information became available, the reviewing organization, during the present round of discussion. The record specifically references credit risk.","The case involves the reported concern involving credit risk, and the relevant relevant records is being assessed. After the latest information became available, the reviewing organization during the present round of discussion. The record specifically references credit risk.",0.0789473684210526,1,-0.117939313252767,0.0084337880834937,1.59537572254335,0,en,0,0,0,38,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0354_05,S0354,train,"The specialist discussed the documented issue involving contractual obligation during the latest transfer; after the recent update, the relevant team, during the present round of discussion. The record specifically references material breach.","The specialist discussed the documented issue involving contractual obligation during the latest transfer after the recent update, the relevant team, during the present round of discussion. The record specifically references material breach.",0.03125,1,-0.301622945208882,0.0079109854996204,1.53503184713376,0,en,0,0,0,32,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0331_10,S0331,train,"Further assessment is needed before a final decision is made about the decision surrounding losses; during the ongoing evaluation, the technical or professional team, before the matter is finalized. The record specifically references indemnification clause.","Further assessment is needed before a final decision is made about the decision surrounding losses. During the ongoing evaluation, the technical or professional team, before the matter is finalized. The record specifically references in Demnification Clause.",0.142857142857143,1,-0.211516819000244,0.00654350919649,1.52662721893491,0,en,1,0,1,35,0.0571428571428571,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0387_10,S0387,validation,"Further validation is needed before a final decision is made about the decision surrounding claim; following the previous discussion, the person handling the matter, while considering the current evidence. The record specifically references defendant.","Further validation is needed before a final decision is made about the decision surrounding claim. Following the previous discussion, the person handling the matter while considering the current evidence. The record specifically references defendant.",0.0882352941176471,1,-0.148120657602946,0.0086909476667642,1.53374233128834,0,en,0,0,0,34,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0413_09,S0413,train,"The professional handling the matter is reviewing the effect of complaint on the overall situation and the associated observed changes; during the most recent assessment, the current reviewer, after the latest information was reviewed.","The professional handling the matter is reviewing the effect of complaint on the overall situation and the associated observed changes. During the most recent assessment, the current reviewer, after the latest information, was reviewed.",0.0882352941176471,1,-0.131805300712585,0.0074953148141503,1.55263157894737,0,en,0,0,0,34,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0362_07,S0362,train,"The latest monitoring focused on the evidence related to warranty; as part of the current review, the technical or professional team, before the next decision. The discussion also considers contractual representation.","The latest monitoring focused on the evidence related to warranty, as part of the current review, the technical or professional team, before the next decision. The discussion also considers contractual representation.",0.032258064516129,1,-0.236505929813829,0.0051568341441452,1.47619047619048,0,en,0,0,0,31,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0269_06,S0269,train,"The available evidence was considered before deciding how to address the current status of equity valuation; after the recent update, the decision-making group, before the matter is finalized.","The available evidence was considered before deciding how to address the current status of equity valuation. After the recent update, the decision-making group, before the matter is finalized.",0.0714285714285714,1,-0.265405096658846,0.0061059067957103,1.37142857142857,0,en,0,0,0,29,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0025_01,S0025,validation,"The current findings was reviewed in relation to ST-segment elevation and electrocardiographic changes, during the most recent assessment, the decision-making group, after the latest information was reviewed.","The current findings was reviewed in relation to SD segment elevation and electrocardiographic changes. During the most recent assessment, the decision-making group, after the latest information, was reviewed.",0.185185185185185,1,-0.186365805731879,0.005784495268017,1.45138888888889,0,en,1,0,0,29,0.0344827586206896,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0574_08,S0574,train,"Is it possible to change a calendar event, considering in the current round of review, the person handling the matter, after the latest information was reviewed?","Is it possible to change a calendar event? Considering in the current round of review, the person handling the matter after the latest information was reviewed.",0.153846153846154,1,-0.297839445226333,0.0093503203243017,1.33333333333333,0,en,0,0,0,26,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0230_03,S0230,train,"The current available evidence requires further model, especially in relation to the relationship between non-performing asset and loan delinquency; at the next decision point, the person handling the matter, during the present round of discussion. The discussion also considers loan delinquency.","The current available evidence requires further model, especially in relation to the relationship between non-performing asset and loan delinquency. At the next decision point, the person handling the matter during the present round of discussion. The discussion also considers loan delinquency.",0.0731707317073171,1,-0.179791854599775,0.0124754030257463,1.59459459459459,0,en,0,0,0,42,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0168_02,S0168,unseen,"The team is evaluating heparin in the context of activated partial thromboplastin time, with particular attention to the reported issue; at the next decision point, the responsible specialist, after the latest information was reviewed. The record specifically references heparin.","The team is evaluating Heparin in the context of activated partial thromboplastin time, with particular attention to the reported issue. At the next decision point, the responsible specialist, after the latest information, was reviewed. The record specifically references Heparin.",0.128205128205128,1,-0.256576716899872,0.0049226270057261,1.53005464480874,0,en,0,0,0,39,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0210_10,S0210,train,"Further response is needed before a final decision is made about the decision surrounding interest credit; following the previous discussion, the relevant team, while considering the current evidence. The record specifically references deposit account.","Further response is needed before a final decision is made about the decision surrounding interest credit. Following the previous discussion, the relevant team, while considering the current evidence. The record specifically references deposit account.",0.0588235294117647,1,-0.297227714372718,0.0078782942146062,1.51807228915663,0,en,0,0,0,34,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0507_01,S0507,validation,"I need help with request a reminder, after the recent update, the reviewing group, after the latest information was reviewed.","I need help with Request a Reminder after the recent update, the reviewing group, after the latest information was reviewed.",0.1,1,-0.31331440498089,0.0116034280508757,1.27835051546392,0,en,0,0,0,20,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0118_06,S0118,train,"The available evidence was considered before deciding how to address the current status of multiple sclerosis; following the previous discussion, the reviewing group, before the next decision.","The available evidence was considered before deciding how to address the current status of multiple sclerosis. Following the previous discussion, the reviewing group before the next decision.",0.111111111111111,1,-0.284774084348936,0.007120864931494,1.40441176470588,0,en,0,0,0,27,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0394_04,S0394,validation,"A detailed authorization was requested concerning the implications of deposition; in the current round of review, the current reviewer, before the next decision.","A detailed authorization was requested concerning the implications of deposition. In the current round of review, the current reviewer before the next decision.",0.130434782608696,1,-0.242929535527383,0.0063424464315176,1.40350877192982,0,en,0,0,0,23,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0439_04,S0439,train,"A detailed analysis was requested concerning the implications of Docker; at the next decision point, the responsible specialist, while considering the current evidence.","A detailed analysis was requested concerning the implications of Docker. At the next decision point, the responsible specialist, while considering the current evidence.",0.0869565217391304,1,-0.281123842511858,0.0048003625124692,1.35483870967742,0,en,0,0,0,23,0.0,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0309_03,S0309,train,"The current available evidence requires further screening, especially in relation to the relationship between yield curve and interest rates; following the previous discussion, the case team, while comparing the available options. The discussion also considers interest rates.","The current available evidence requires further screening, especially in relation to the relationship between yield curve and interest rates. Following the previous discussion, the case team, while comparing the available options. The discussion also considers interest rates.",0.0540540540540541,1,-0.214722900390625,0.007006820756942,1.59537572254335,0,en,0,0,0,37,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0287_03,S0287,train,"The current available evidence requires further adjustment, especially in relation to the relationship between capital gains and realized return; during the most recent assessment, the relevant team, during the present round of discussion. The discussion also considers realized return.","The current available evidence requires further adjustment, especially in relation to the relationship between capital gains and realized return. During the most recent assessment, the relevant team during the present round of discussion. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return. The discussion also considers realized return.",2.23076923076923,1,-0.302697267429328,0.763752956771188,8.73486462288907,0,en,0,0,84,39,2.1538461538461537,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0560_02,S0560,train,"Could you help me with ask for a location? This is during the ongoing evaluation, the person handling the matter, after the latest information was reviewed.","Could you help me with Ask for a Location? This is during the ongoing evaluation, the person handling the matter, after the latest information was reviewed.",0.0769230769230769,1,-0.301393372671945,0.0140403779223561,1.27868852459016,0,en,0,0,0,26,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0572_01,S0572,unseen,"I need help with plan a trip, in the current round of review, the decision-making group, before the next decision.","I need help with plan a trip in the current round of review, the decision making group, before the next decision.",0.15,1,-0.298981101424606,0.0087981577962637,1.25555555555556,0,en,0,0,0,21,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0518_07,S0518,unseen,"I would like to ask about a commute; the situation is following the previous discussion, the decision-making group, while comparing the available options.","I would like to ask about a commute. The situation is following the previous discussion, the decision-making group, while comparing the available options.",0.0869565217391304,1,-0.259563710954454,0.0123856412246823,1.29411764705882,0,en,0,0,0,24,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0165_08,S0165,train,"The case involves the reported concern involving warfarin, and the relevant relevant records is being assessed; at the current stage, the relevant team, while considering the current evidence. The record specifically references warfarin.","The case involves the reported concern involving Warfarin, and the relevant relevant records is being assessed, at the current stage, the relevant team, while considering the current evidence. The record specifically references Warfarin.",0.0909090909090909,1,-0.250663573925312,0.0088375192135572,1.64583333333333,0,en,0,0,0,33,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0342_05,S0342,train,"The specialist discussed the documented issue involving jurisdiction during the latest exposure; in the current round of review, the technical or professional team, while comparing the available options. The record specifically references governing law.","The specialist discussed the documented issue involving jurisdiction during the latest exposure, in the current round of review, the technical or professional team, while comparing the available options. The record specifically references governing law.",0.0294117647058824,1,-0.19132137298584,0.0061120013706386,1.48823529411765,0,en,0,0,0,34,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0034_04,S0034,train,"A detailed authorization was requested concerning the implications of troponin; during the most recent assessment, the reviewing group, while comparing the available options.","A detailed authorization was requested concerning the implications of troponin. During the most recent assessment, the reviewing group, while comparing the available options.",0.0869565217391304,1,-0.208139040890862,0.0082412445917725,1.37007874015748,0,en,0,0,0,23,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0261_03,S0261,validation,"The current available evidence requires further case, especially in relation to the relationship between portfolio allocation and diversification; after the recent update, the current reviewer, while considering the current evidence. The discussion also considers diversification.","The current available evidence requires further case, especially in relation to the relationship between portfolio allocation and diversification. After the recent update, the current reviewer, while considering the current evidence. The discussion also considers diversification.",0.0571428571428571,1,-0.139129028320313,0.0124855758622289,1.68674698795181,0,en,0,0,0,35,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0587_08,S0587,train,"Is it possible to request a reminder, considering following the previous discussion, the technical or professional team, while comparing the available options?","Is it possible to request a reminder? Considering following the previous discussion, the technical or professional team, while comparing the available options.",0.136363636363636,1,-0.391483439339532,0.0179726518690586,1.30327868852459,0,en,0,0,0,22,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0216_08,S0216,train,"The case involves the reported concern involving mortgage underwriting, and the relevant relevant records is being assessed; at the next decision point, the person handling the matter, after the latest information was reviewed. The record specifically references mortgage underwriting.","The case involves the reported concern involving mortgage underwriting, and the relevant, relevant records is being assessed. At the next decision point, the person handling the matter after the latest information was reviewed. The record specifically references mortgage underwriting.",0.102564102564103,1,-0.259433133261544,0.009299018420279,1.63793103448276,0,en,0,0,0,39,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0117_02,S0117,train,"The team is evaluating multiple sclerosis in the context of brain MRI, with particular attention to the reported issue; during the latest review, the assigned professional, during the present round of discussion. The record specifically references multiple sclerosis.","The team is evaluating multiple sclerosis in the context of brain MRI, with particular attention to the reported issue, during the latest review, the assigned professional, during the present round of discussion. The record specifically references multiple sclerosis.",0.0263157894736842,1,-0.285165588810759,0.0064604980871081,1.54335260115607,0,en,0,0,0,38,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0358_05,S0358,train,"The specialist discussed the documented issue involving contractual obligation during the latest analysis; at the next decision point, the decision-making group, during the present round of discussion. The record specifically references material breach.","The specialist discussed the documented issue involving contractual obligation during the latest analysis. At the next decision point, the decision-making group during the present round of discussion. The record specifically references material breach.",0.0909090909090909,1,-0.222291131814321,0.0073182946071028,1.53658536585366,0,en,0,0,0,34,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0448_07,S0448,train,"The latest incident focused on the evidence related to pod; during the latest review, the reviewing organization, before the next decision. The discussion also considers container orchestration.","The latest incident focused on the evidence related to pod during the latest review, the reviewing organization, before the next decision. The discussion also considers container orchestration.",0.037037037037037,1,-0.317675003638634,0.0068903202190995,1.48461538461538,0,en,0,0,0,27,0.0,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0459_02,S0459,train,"The team is evaluating OAuth 2.0 in the context of access token, with particular attention to the reported issue; in the current round of review, the reviewing group, while considering the current evidence. The record specifically references OAuth 2.0.","The team is evaluating OAuth 2 in the context of access token, with particular attention to the reported issue, in the current round of review, the reviewing group, while considering the current evidence. The record specifically references OAuth 2.",0.0769230769230769,1,-0.17237608521073,0.0082130096852779,1.5030303030303,0,en,0,2,0,41,0.048780487804878,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0496_01,S0496,train,"The current findings was reviewed in relation to CI/CD pipeline and continuous integration, during the most recent assessment, the reviewing group, before the next decision.","The current findings was reviewed in relation to CI CD pipeline and continuous integration. During the most recent assessment, the reviewing group before the next decision.",0.2,1,-0.285563468933105,0.0084018055349588,1.34375,0,en,0,0,0,26,0.0,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0301_03,S0301,unseen,"The current available evidence requires further case, especially in relation to the relationship between derivative hedge and hedging strategy; at the next decision point, the current reviewer, while considering the current evidence. The discussion also considers hedging strategy.","The current available evidence requires further case, especially in relation to the relationship between derivative hedge and hedging strategy. At the next decision point, the current reviewer, while considering the current evidence. The discussion also considers hedging strategy.",0.0526315789473684,1,-0.188736984946511,0.011015810072422,1.66272189349112,0,en,0,0,0,38,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0025_08,S0025,validation,"The case involves the reported concern involving ST-segment elevation, and the relevant relevant records is being assessed; during the most recent assessment, the decision-making group, after the latest information was reviewed. The record specifically references ST-segment elevation.","The case involves the reported concern involving ST segment elevation, and the relevant relevant records is being assessed. During the most recent assessment, the decision-making group, after the latest information was reviewed. The record specifically references ST segment elevation.",0.162162162162162,1,-0.289243051561259,0.0093026868999004,1.66666666666667,0,en,0,0,0,40,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0488_07,S0488,train,"The latest incident focused on the evidence related to token representation; in the current round of review, the responsible specialist, while comparing the available options. The discussion also considers attention.","The latest incident focused on the evidence related to token representation in the current round of review, the responsible specialist, while comparing the available options. The discussion also considers attention.",0.0333333333333333,1,-0.22924462760367,0.0087081529200077,1.48275862068966,0,en,0,0,0,30,0.0,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0353_10,S0353,unseen,"Further analysis is needed before a final decision is made about the decision surrounding pre-agreed amount; as part of the current review, the reviewing organization, before the next decision. The record specifically references liquidated damages.","Further analysis is needed before a final decision is made about the decision surrounding pre-agreed amount. As part of the current review, the reviewing organization before the next decision. The record specifically references liquidated damages.",0.0857142857142857,1,-0.228475780487061,0.0089945718646049,1.4969696969697,0,en,0,0,0,36,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0081_01,S0081,unseen,"The current findings was reviewed in relation to cerebral infarction and brain MRI, after the recent update, the reviewing organization, before the matter is finalized.","The current findings was reviewed in relation to cerebral infarction and brain MRI. After the recent update, the reviewing organization, before the matter is finalized.",0.08,1,-0.242081006368001,0.0069935442879796,1.3125,0,en,0,0,0,25,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0169_05,S0169,train,"The specialist discussed the documented issue involving anticoagulation during the latest account; as part of the current review, the case team, after the latest information was reviewed. The record specifically references heparin.","The specialist discussed the documented issue involving anti-coagulation during the latest account. As part of the current review, the case team, after the latest information was reviewed. The record specifically references Heparin.",0.125,1,-0.202300577747579,0.0066691753454506,1.47770700636943,0,en,1,0,1,32,0.0625,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0469_02,S0469,train,"The team is evaluating REST API in the context of request, with particular attention to the reported issue; during the ongoing evaluation, the current reviewer, while considering the current evidence. The record specifically references REST API.","The team is evaluating REST API in the context of request, with particular attention to the reported issue. During the ongoing evaluation, the current reviewer, while considering the current evidence. The record specifically references REST API.",0.0555555555555556,1,-0.315631290651717,0.0092974640429019,1.48484848484848,0,en,0,0,0,36,0.0,technology,technology,1,584,1,36,0.9982905982905984,0.9419354838709676,111,89,946,19884,0.05763427881713941,584,1,36,0.9982905982905983,0.9419354838709677
nlu_0420_07,S0420,train,"The latest exposure focused on the evidence related to court; during the most recent assessment, the person handling the matter, after the latest information was reviewed. The discussion also considers material fact.","The latest exposure focused on the evidence related to court during the most recent assessment, the person handling the matter after the latest information was reviewed. The discussion also considers material fact.",0.0625,1,-0.255210013616653,0.0076764621771872,1.4965034965035,0,en,0,0,0,32,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0193_02,S0193,train,"The team is evaluating KYC in the context of identity verification, with particular attention to the reported issue; after the latest information became available, the technical or professional team, before the next decision. The record specifically references KYC.","The team is evaluating KYC in the context of identity verification, with particular attention to the reported issue. After the latest information became available, the technical or professional team before the next decision. The record specifically references KYC.",0.0789473684210526,1,-0.117487467252291,0.0099533330649137,1.47486033519553,0,en,0,0,0,38,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0221_10,S0221,unseen,"Further strategy is needed before a final decision is made about the decision surrounding mortgage; during the most recent assessment, the person handling the matter, while considering the current evidence. The record specifically references loan-to-value ratio.","Further strategy is needed before a final decision is made about the decision surrounding mortgage. During the most recent assessment, the person handling the matter while considering the current evidence. The record specifically references loan-to-value ratio.",0.0833333333333333,1,-0.224734878540039,0.0058996472507715,1.51744186046512,0,en,0,0,0,38,0.0,finance,finance,1,1242,2,8,0.9983922829581994,0.9936,113,84,949,41225,0.027798665858095817,1242,2,8,0.9983922829581994,0.9936
nlu_0123_02,S0123,validation,"The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue; during the latest review, the technical or professional team, before the next decision. The record specifically references neuropathy.","The team is evaluating neuropathy in the context of sensory deficit, with particular attention to the reported issue, during the latest review, the technical or professional team, before the next decision. The record specifically references neuropathy.",0.0277777777777778,1,-0.223893129600669,0.0087944446131587,1.51807228915663,0,en,0,0,0,36,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0401_04,S0401,train,"A detailed report was requested concerning the implications of deposition; at the current stage, the person handling the matter, before the next decision.","A detailed report was requested concerning the implications of deposition. At the current stage, the person handling the matter before the next decision.",0.130434782608696,1,-0.241180173812374,0.0048233745619654,1.35398230088496,0,en,0,0,0,23,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0152_04,S0152,train,"A detailed resolution was requested concerning the implications of amoxicillin; following the previous discussion, the reviewing group, while comparing the available options.","A detailed resolution was requested concerning the implications of a Moxacillin. Following the previous discussion, the reviewing group, while comparing the available options.",0.136363636363636,1,-0.249096407209124,0.0079638436436653,1.35658914728682,0,en,1,0,1,22,0.0909090909090909,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0436_02,S0436,train,"The team is evaluating jurisdiction in the context of venue, with particular attention to the reported issue; at the current stage, the assigned professional, during the present round of discussion. The record specifically references jurisdiction.","The team is evaluating jurisdiction in the context of venue, with particular attention to the reported issue. At the current stage, the assigned professional during the present round of discussion. The record specifically references jurisdiction.",0.0857142857142857,1,-0.167491080913138,0.0073195472359657,1.50920245398773,0,en,0,0,0,35,0.0,legal,legal,1,1243,15,7,0.9880763116057234,0.9944,131,12,482,40484,0.015438197806540856,1243,15,7,0.9880763116057234,0.9944
nlu_0126_04,S0126,train,"A detailed adjustment was requested concerning the implications of neuropathy; during the most recent assessment, the assigned professional, during the present round of discussion.","A detailed adjustment was requested concerning the implications of neuropathy. During the most recent assessment, the assigned professional during the present round of discussion.",0.125,1,-0.133210760174376,0.0083551239222288,1.40944881889764,0,en,0,0,0,24,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
nlu_0534_01,S0534,validation,"I need help with change a calendar event, in the current round of review, the reviewing organization, after the latest information was reviewed.","I need help with change a calendar event in the current round of review, the reviewing organization, after the latest information was reviewed.",0.0434782608695652,1,-0.295001983642578,0.0043085450306534,1.33644859813084,0,en,0,0,0,23,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0517_10,S0517,train,"I need some information because I want to request contact information; at the next decision point, the current reviewer, while comparing the available options.","I need some information because I want to request contact information. At the next decision point, the current reviewer, while comparing the available options.",0.0833333333333333,1,-0.277161453709458,0.0077499612234532,1.33613445378151,0,en,0,0,0,24,0.0,general,general,1,1000,0,0,1.0,1.0,58,1,410,23320,0.020111492281303604,1000,0,0,1.0,1.0
nlu_0060_09,S0060,train,"The professional handling the matter is reviewing the effect of wide-complex rhythm on the overall situation and the associated observed changes; after the latest information became available, the assigned professional, before the matter is finalized.","The professional handling the matter is reviewing the effect of wide complex rhythm on the overall situation and the associated observed changes. After the latest information became available, the assigned professional, before the matter is finalized.",0.114285714285714,1,-0.145389853583442,0.0081859659403562,1.54938271604938,0,en,0,0,0,36,0.0,medical,medical,1,1872,41,8,0.9785676947203346,0.9957446808510638,500,18,1493,60630,0.03316839848259937,1872,41,8,0.9785676947203346,0.9957446808510638
